  [4, 48, 25, 78, 12, 8, 64, 13, 10, 23, 32, 74, 26, 46, 3, 39, 29, 16, 65, 82, 50, 29, 39, 29, 5, 4, 14, 40, 41, 100, 13, 0, 17, 35, 22, 94, 10, 6, 26, 68, 12, 87, 97, 21, 30, 34, 36, 27, 47, 66, 71, 26, 39, 33, 9, 44, 10, 32, 55, 99, 53, 29, 75, 68, 47, 38, 5, 17, 13, 3],
  [15, 25, 27, 52, 52, 44, 37, 9, 76, 15, 67, 21, 29, 80, 71, 14, 9, 87, 63, 44, 4, 25, 9, 13, 41, 65, 25, 66, 21, 10, 16, 17, 0, 29, 77, 94, 41, 20, 88, 33, 39, 33, 43, 12, 34, 30, 24, 42, 2, 14, 7, 24, 34, 33, 28, 88, 3, 20, 22, 61, 97, 63, 79, 100, 28, 12, 21, 15, 57, 20],
  [28, 31, 46, 1, 8, 81, 10, 17, 27, 45, 4, 96, 44, 38, 43, 31, 92, 81, 44, 9, 61, 49, 38, 4, 32, 44, 42, 31, 1, 2, 1, 35, 29, 0, 51, 22, 74, 47, 16, 31, 34, 54, 47, 3, 76, 65, 16, 70, 56, 66, 68, 39, 40, 35, 39, 16, 72, 9, 9, 17, 33, 49, 30, 2, 18, 23, 28, 88, 56, 42],
  [35, 100, 2, 4, 28, 47, 96, 71, 26, 5, 68, 22, 48, 31, 6, 96, 59, 9, 23, 10, 78, 2, 42, 3, 21, 75, 43, 87, 75, 45, 19, 22, 77, 51, 0, 10, 5, 45, 22, 3, 81, 41, 90, 23, 71, 41, 51, 28, 31, 2, 4, 2, 37, 91, 91, 43, 43, 40, 44, 33, 32, 21, 29, 24, 43, 8, 14, 36, 16, 50],
  [22, 72, 28, 85, 12, 48, 77, 13, 21, 17, 20, 29, 88, 83, 10, 45, 60, 22, 32, 34, 42, 88, 98, 63, 94, 8, 94, 99, 51, 46, 57, 94, 94, 22, 10, 0, 47, 33, 72, 38, 42, 44, 85, 25, 33, 19, 49, 25, 33, 29, 37, 53, 4, 40, 33, 76, 38, 22, 70, 40, 17, 47, 48, 12, 43, 2, 38, 81, 10, 41],
  [46, 12, 68, 22, 21, 38, 11, 8, 49, 68, 86, 61, 29, 35, 6, 12, 49, 12, 5, 4, 7, 19, 15, 100, 18, 32, 27, 28, 46, 19, 88, 10, 41, 74, 5, 47, 0, 51, 25, 3, 85, 4, 47, 17, 13, 6, 55, 22, 91, 70, 36, 8, 29, 36, 49, 75, 25, 74, 27, 21, 45, 39, 41, 58, 12, 81, 32, 85, 72, 29],
  [76, 46, 9, 54, 23, 8, 1, 32, 9, 44, 91, 9, 37, 78, 21, 1, 41, 5, 37, 8, 90, 47, 66, 97, 37, 33, 66, 82, 16, 34, 36, 6, 20, 47, 45, 33, 51, 0, 30, 47, 1, 4, 8, 47, 10, 96, 82, 34, 25, 20, 21, 11, 7, 21, 30, 35, 20, 39, 43, 98, 85, 95, 18, 27, 28, 87, 65, 29, 12, 9],
  [10, 42, 93, 76, 36, 6, 49, 91, 34, 7, 10, 22, 98, 24, 74, 45, 11, 32, 20, 50, 36, 6, 26, 48, 98, 46, 72, 33, 77, 24, 44, 26, 88, 16, 22, 72, 25, 30, 0, 59, 28, 18, 27, 70, 3, 32, 15, 80, 3, 31, 35, 84, 13, 30, 33, 12, 42, 17, 6, 48, 13, 10, 5, 16, 10, 15, 9, 72, 46, 89],
  [7, 71, 100, 71, 2, 29, 6, 14, 88, 20, 85, 25, 48, 1, 48, 29, 42, 100, 20, 1, 20, 52, 52, 68, 61, 57, 91, 45, 14, 63, 37, 68, 33, 31, 3, 38, 3, 47, 59, 0, 48, 25, 73, 85, 19, 22, 99, 12, 27, 20, 14, 20, 14, 3, 21, 23, 41, 24, 35, 79, 11, 37, 40, 7, 65, 70, 3, 70, 98, 64],
  [30, 2, 3, 81, 25, 43, 6, 46, 17, 95, 43, 31, 31, 28, 59, 32, 72, 69, 38, 42, 28, 87, 19, 21, 6, 32, 66, 29, 9, 2, 97, 12, 39, 34, 81, 42, 85, 1, 28, 48, 0, 17, 17, 20, 90, 77, 44, 41, 80, 31, 42, 18, 49, 24, 34, 4, 47, 41, 38, 6, 14, 5, 46, 64, 26, 100, 26, 42, 23, 25],
  [25, 54, 32, 90, 44, 29, 2, 90, 49, 90, 42, 93, 72, 1, 54, 21, 1, 13, 18, 51, 3, 71, 46, 87, 57, 77, 95, 95, 5, 12, 11, 87, 33, 54, 41, 44, 4, 4, 18, 25, 17, 0, 59, 67, 4, 13, 9, 26, 28, 79, 83, 94, 30, 100, 16, 15, 42, 47, 27, 99, 44, 6, 38, 38, 49, 15, 40, 6, 42, 58],
  [47, 17, 69, 83, 5, 40, 22, 33, 19, 36, 47, 16, 12, 27, 8, 39, 32, 57, 41, 24, 12, 69, 37, 4, 18, 61, 18, 59, 20, 26, 8, 97, 43, 47, 90, 85, 47, 8, 27, 73, 17, 59, 0, 12, 51, 8, 48, 29, 32, 4, 91, 40, 28, 40, 4, 40, 32, 23, 46, 37, 35, 86, 64, 3, 79, 17, 37, 58, 35, 3],
  [38, 2, 92, 21, 43, 7, 16, 4, 52, 9, 15, 18, 86, 41, 19, 5, 16, 78, 41, 46, 4, 16, 24, 53, 25, 32, 16, 10, 20, 21, 42, 21, 12, 3, 23, 25, 17, 47, 70, 85, 20, 67, 12, 0, 15, 10, 22, 47, 46, 87, 66, 6, 22, 44, 35, 6, 19, 47, 27, 18, 2, 61, 41, 8, 24, 53, 22, 32, 93, 30],
  [14, 14, 12, 22, 77, 9, 13, 14, 26, 30, 22, 28, 49, 38, 21, 26, 8, 46, 14, 6, 12, 25, 10, 95, 18, 94, 91, 11, 3, 64, 14, 30, 34, 76, 71, 33, 13, 10, 3, 19, 90, 4, 51, 15, 0, 24, 95, 18, 47, 56, 79, 40, 26, 25, 86, 33, 12, 62, 86, 12, 42, 100, 38, 27, 92, 79, 66, 44, 30, 91],
  [45, 31, 26, 77, 12, 83, 20, 85, 17, 25, 38, 6, 55, 12, 85, 81, 24, 59, 44, 80, 62, 33, 8, 21, 52, 50, 34, 63, 16, 33, 84, 34, 30, 65, 41, 19, 6, 96, 32, 22, 77, 13, 8, 10, 24, 0, 24, 11, 6, 6, 61, 44, 16, 22, 48, 43, 57, 74, 56, 31, 28, 91, 98, 11, 74, 19, 57, 17, 7, 36],
  [42, 40, 31, 54, 82, 88, 4, 81, 1, 88, 33, 5, 54, 70, 4, 21, 19, 96, 92, 5, 48, 14, 1, 15, 87, 16, 34, 27, 58, 31, 19, 36, 24, 16, 51, 49, 55, 82, 15, 99, 44, 9, 48, 22, 95, 24, 0, 74, 61, 2, 8, 27, 91, 68, 40, 8, 6, 26, 40, 32, 38, 7, 32, 48, 18, 18, 80, 11, 13, 49],
  [57, 91, 53, 93, 41, 10, 46, 34, 99, 95, 34, 17, 41, 47, 35, 3, 97, 39, 35, 75, 30, 82, 28, 43, 11, 90, 32, 21, 30, 52, 27, 27, 42, 70, 28, 25, 22, 34, 80, 12, 41, 26, 29, 47, 18, 11, 74, 0, 78, 33, 57, 44, 92, 5, 24, 80, 30, 41, 28, 75, 91, 23, 92, 72, 78, 67, 20, 41, 66, 15],
  [14, 34, 29, 94, 25, 50, 30, 57, 35, 71, 17, 5, 27, 89, 38, 29, 13, 18, 100, 58, 61, 66, 31, 10, 4, 33, 47, 82, 4, 33, 68, 47, 2, 56, 31, 33, 91, 25, 3, 27, 80, 28, 32, 46, 47, 6, 61, 78, 0, 96, 100, 85, 67, 74, 28, 37, 30, 13, 27, 42, 33, 83, 80, 41, 9, 32, 73, 11, 7, 42],
  [92, 54, 13, 62, 49, 5, 40, 14, 76, 71, 31, 34, 59, 30, 1, 26, 10, 45, 49, 17, 31, 75, 20, 33, 95, 41, 39, 95, 27, 11, 7, 66, 14, 66, 2, 29, 70, 20, 31, 20, 31, 79, 4, 87, 56, 6, 2, 33, 96, 0, 30, 6, 71, 45, 22, 76, 2, 84, 13, 53, 41, 28, 56, 46, 31, 90, 52, 95, 78, 33],
  [44, 69, 4, 40, 9, 31, 39, 80, 39, 76, 42, 12, 13, 82, 59, 71, 28, 1, 34, 59, 64, 37, 50, 52, 61, 36, 25, 1, 4, 32, 26, 71, 7, 68, 4, 37, 36, 21, 35, 14, 42, 83, 91, 66, 79, 61, 8, 57, 100, 30, 0, 64, 10, 71, 7, 2, 2, 36, 65, 63, 11, 45, 34, 22, 41, 30, 45, 20, 44, 43],
  [26, 8, 52, 81, 5, 30, 4, 41, 78, 29, 94, 28, 11, 75, 18, 24, 64, 27, 48, 73, 49, 42, 8, 14, 64, 89, 6, 18, 92, 7, 20, 26, 24, 39, 2, 53, 8, 11, 84, 20, 18, 94, 40, 6, 40, 44, 27, 44, 85, 6, 64, 0, 31, 64, 17, 59, 74, 40, 10, 7, 31, 37, 6, 67, 8, 27, 48, 82, 34, 35],
  [57, 43, 23, 4, 42, 85, 39, 4, 60, 31, 14, 85, 20, 20, 31, 13, 31, 76, 58, 46, 9, 69, 75, 99, 21, 11, 92, 7, 22, 4, 85, 39, 34, 40, 37, 4, 29, 7, 13, 14, 49, 30, 28, 22, 26, 16, 91, 92, 67, 71, 10, 31, 0, 19, 11, 12, 46, 5, 29, 29, 91, 58, 4, 38, 21, 18, 14, 49, 26, 4],
  [72, 55, 12, 68, 86, 2, 16, 39, 5, 28, 70, 65, 26, 32, 18, 38, 11, 29, 91, 45, 46, 75, 62, 44, 30, 48, 67, 22, 26, 32, 3, 33, 33, 35, 91, 40, 36, 21, 30, 3, 24, 100, 40, 44, 25, 22, 68, 5, 74, 45, 71, 64, 19, 0, 31, 39, 60, 90, 97, 65, 52, 21, 38, 3, 2, 46, 5, 42, 1, 18],
  [62, 25, 78, 93, 18, 7, 84, 36, 38, 29, 27, 32, 3, 33, 40, 98, 83, 35, 53, 13, 65, 40, 5, 42, 6, 95, 45, 26, 6, 86, 81, 9, 28, 39, 91, 33, 49, 30, 33, 21, 34, 16, 4, 35, 86, 48, 40, 24, 28, 22, 7, 17, 11, 31, 0, 33, 29, 34, 40, 100, 36, 18, 81, 1, 18, 22, 1, 70, 37, 85],
  [76, 95, 64, 49, 32, 2, 11, 48, 31, 68, 31, 5, 2, 11, 23, 32, 23, 35, 48, 91, 48, 97, 16, 78, 10, 25, 54, 69, 21, 23, 16, 44, 88, 16, 43, 76, 75, 35, 12, 23, 4, 15, 40, 6, 33, 43, 8, 80, 37, 76, 2, 59, 12, 39, 33, 0, 63, 46, 42, 31, 74, 31, 1, 35, 51, 78, 59, 17, 13, 32],
  [43, 63, 8, 12, 32, 8, 97, 74, 20, 25, 18, 38, 22, 14, 67, 29, 64, 24, 48, 6, 35, 27, 52, 92, 11, 24, 95, 8, 33, 3, 14, 10, 3, 72, 43, 38, 25, 20, 42, 41, 47, 42, 32, 19, 12, 57, 6, 30, 30, 2, 2, 74, 46, 60, 29, 63, 0, 12, 31, 20, 27, 81, 69, 17, 65, 10, 71, 9, 11, 17],
  [35, 76, 20, 9, 6, 34, 46, 35, 13, 73, 72, 82, 9, 48, 15, 6, 23, 78, 42, 40, 41, 39, 84, 70, 3, 11, 41, 70, 66, 40, 35, 32, 20, 9, 40, 22, 74, 39, 17, 24, 41, 47, 23, 47, 62, 74, 26, 41, 13, 84, 36, 40, 5, 90, 34, 46, 12, 0, 45, 47, 11, 83, 11, 6, 58, 18, 64, 94, 91, 43],
  [28, 60, 21, 20, 18, 83, 9, 26, 32, 83, 90, 4, 45, 26, 11, 20, 11, 1, 34, 85, 15, 23, 46, 11, 39, 100, 27, 38, 7, 39, 40, 55, 22, 9, 44, 70, 27, 43, 6, 35, 38, 27, 46, 27, 86, 56, 40, 28, 27, 13, 65, 10, 29, 97, 40, 42, 31, 45, 0, 93, 18, 75, 44, 97, 16, 67, 10, 91, 35, 37],
  [31, 70, 12, 7, 6, 25, 87, 65, 54, 95, 76, 47, 23, 44, 81, 19, 30, 36, 49, 33, 22, 26, 49, 62, 22, 70, 38, 21, 42, 46, 12, 99, 61, 17, 33, 40, 21, 98, 48, 79, 6, 99, 37, 18, 12, 31, 32, 75, 42, 53, 63, 7, 29, 65, 100, 31, 20, 47, 93, 0, 97, 8, 31, 8, 14, 5, 97, 13, 7, 43],
  [18, 41, 44, 71, 25, 53, 83, 55, 67, 44, 100, 86, 31, 28, 3, 56, 26, 94, 19, 32, 74, 35, 19, 44, 49, 32, 29, 8, 34, 17, 22, 53, 97, 33, 32, 17, 45, 85, 13, 11, 14, 44, 35, 2, 42, 28, 38, 91, 33, 41, 11, 31, 91, 52, 36, 74, 27, 11, 18, 97, 0, 36, 13, 88, 81, 50, 33, 88, 13, 45],
  [45, 58, 42, 2, 13, 43, 17, 28, 100, 12, 33, 14, 29, 30, 3, 34, 46, 8, 6, 40, 52, 30, 74, 13, 33, 28, 44, 13, 2, 99, 26, 29, 63, 49, 21, 47, 39, 95, 10, 37, 5, 6, 86, 61, 100, 91, 7, 23, 83, 28, 45, 37, 58, 21, 18, 31, 81, 83, 75, 8, 36, 0, 95, 53, 44, 18, 22, 70, 42, 31],
