  [93, 6, 38, 30, 65, 82, 85, 75, 21, 95, 5, 69, 39, 47, 4, 42, 41, 0, 13, 26, 99, 93, 5, 4, 35, 6, 43, 8, 8, 1, 8, 32, 52, 71, 8, 48, 36, 61, 39, 54, 44, 1, 32, 69, 63],
  [33, 67, 94, 46, 16, 45, 15, 47, 99, 47, 44, 15, 25, 18, 28, 78, 34, 13, 0, 41, 42, 26, 82, 16, 11, 64, 8, 30, 9, 64, 25, 44, 22, 37, 24, 19, 22, 93, 86, 25, 8, 98, 18, 70, 33],
  [23, 40, 30, 77, 71, 2, 9, 42, 11, 62, 58, 37, 30, 5, 21, 46, 18, 26, 41, 0, 30, 2, 72, 97, 20, 5, 65, 24, 65, 42, 4, 35, 58, 38, 1, 20, 27, 87, 1, 11, 2, 1, 16, 80, 64],
  [27, 30, 47, 1, 16, 62, 25, 28, 35, 10, 9, 64, 32, 44, 87, 63, 39, 99, 42, 30, 0, 11, 74, 65, 4, 44, 88, 26, 23, 61, 33, 9, 10, 19, 45, 65, 38, 41, 1, 56, 24, 11, 29, 9, 39],
  [40, 26, 43, 50, 49, 4, 84, 54, 72, 15, 10, 32, 31, 43, 64, 42, 44, 93, 26, 2, 11, 0, 44, 2, 34, 85, 51, 71, 62, 81, 13, 94, 43, 44, 31, 14, 4, 17, 22, 29, 48, 40, 39, 83, 70],
  [31, 45, 13, 16, 97, 69, 93, 85, 82, 4, 31, 41, 33, 31, 38, 81, 72, 5, 82, 72, 74, 44, 0, 15, 20, 23, 2, 17, 37, 15, 12, 12, 70, 65, 34, 18, 100, 9, 19, 28, 37, 26, 47, 13, 13],
  [39, 17, 18, 83, 24, 67, 4, 34, 23, 67, 21, 44, 46, 2, 32, 14, 62, 4, 16, 97, 65, 2, 15, 0, 33, 1, 33, 99, 15, 5, 18, 69, 1, 36, 29, 22, 25, 92, 78, 12, 43, 41, 57, 11, 64],
  [39, 38, 64, 74, 9, 30, 16, 26, 99, 23, 81, 3, 67, 39, 13, 39, 97, 35, 11, 20, 4, 34, 20, 33, 0, 89, 65, 21, 3, 44, 10, 33, 17, 30, 54, 3, 82, 15, 4, 46, 23, 44, 89, 2, 34],
  [30, 57, 61, 41, 86, 44, 4, 34, 87, 33, 40, 14, 44, 17, 54, 13, 70, 6, 64, 5, 44, 85, 23, 1, 89, 0, 18, 90, 79, 45, 6, 8, 13, 93, 46, 3, 38, 84, 41, 43, 89, 81, 5, 12, 64],
  [56, 50, 27, 8, 30, 8, 99, 36, 16, 67, 38, 88, 62, 84, 42, 38, 8, 43, 8, 65, 88, 51, 2, 33, 65, 18, 0, 36, 23, 68, 47, 20, 23, 39, 74, 35, 39, 1, 18, 12, 4, 49, 31, 74, 2],
  [15, 4, 47, 27, 61, 44, 79, 58, 39, 62, 37, 35, 14, 45, 89, 19, 32, 8, 30, 24, 26, 71, 17, 99, 21, 90, 36, 0, 35, 76, 2, 3, 32, 97, 27, 20, 48, 9, 46, 96, 29, 5, 49, 88, 62],
  [28, 15, 43, 20, 13, 1, 49, 75, 18, 41, 37, 48, 75, 20, 22, 15, 42, 8, 9, 65, 23, 62, 37, 15, 3, 79, 23, 35, 0, 26, 36, 5, 65, 22, 80, 89, 87, 15, 41, 77, 9, 34, 8, 2, 81],
  [1, 22, 20, 32, 100, 11, 25, 36, 2, 49, 91, 9, 88, 14, 28, 93, 43, 1, 64, 42, 61, 81, 15, 5, 44, 45, 68, 76, 26, 0, 20, 35, 33, 37, 48, 8, 55, 13, 32, 50, 46, 36, 60, 21, 40],
  [37, 10, 14, 8, 67, 79, 44, 36, 15, 19, 75, 8, 18, 65, 27, 53, 68, 8, 25, 4, 33, 13, 12, 18, 10, 6, 47, 2, 36, 20, 0, 17, 11, 32, 38, 48, 78, 27, 34, 51, 98, 34, 56, 4, 21],
  [47, 63, 67, 3, 37, 49, 41, 37, 19, 88, 47, 19, 10, 42, 38, 28, 33, 32, 44, 35, 9, 94, 12, 69, 33, 8, 20, 3, 5, 35, 17, 0, 14, 80, 37, 30, 76, 78, 31, 100, 26, 68, 74, 97, 36],
  [82, 14, 38, 35, 52, 21, 23, 30, 31, 30, 15, 93, 38, 19, 5, 99, 31, 52, 22, 58, 10, 43, 70, 1, 17, 13, 23, 32, 65, 33, 11, 14, 0, 20, 45, 6, 97, 18, 35, 23, 98, 30, 46, 69, 13],
  [30, 16, 36, 59, 20, 31, 49, 5, 90, 32, 16, 38, 37, 99, 45, 74, 23, 71, 37, 38, 19, 44, 65, 36, 30, 93, 39, 97, 22, 37, 32, 80, 20, 0, 44, 20, 97, 38, 1, 69, 10, 8, 100, 21, 12],
  [73, 5, 26, 41, 44, 36, 33, 24, 84, 22, 22, 71, 4, 47, 96, 4, 2, 8, 24, 1, 45, 31, 34, 29, 54, 46, 74, 27, 80, 48, 38, 37, 45, 44, 0, 6, 29, 41, 13, 31, 11, 33, 93, 45, 94],
  [28, 85, 78, 82, 36, 48, 59, 17, 10, 31, 34, 18, 39, 42, 37, 48, 85, 48, 19, 20, 65, 14, 18, 22, 3, 3, 35, 20, 89, 8, 48, 30, 6, 20, 6, 0, 15, 49, 71, 49, 47, 38, 19, 92, 1],
  [31, 28, 4, 6, 76, 65, 26, 1, 8, 49, 36, 82, 34, 41, 92, 17, 22, 36, 22, 27, 38, 4, 100, 25, 82, 38, 39, 48, 87, 55, 78, 76, 97, 97, 29, 15, 0, 47, 16, 30, 2, 68, 7, 4, 59],
  [55, 22, 8, 16, 34, 15, 48, 34, 10, 1, 51, 4, 9, 23, 43, 68, 6, 61, 93, 87, 41, 17, 9, 92, 15, 84, 1, 9, 15, 13, 27, 78, 18, 38, 41, 49, 47, 0, 14, 28, 90, 9, 77, 18, 38],
  [47, 93, 33, 34, 86, 76, 81, 41, 35, 4, 14, 27, 34, 26, 65, 46, 81, 39, 86, 1, 1, 22, 19, 78, 4, 41, 18, 46, 41, 32, 34, 31, 35, 1, 13, 71, 16, 14, 0, 60, 24, 60, 16, 91, 27],
  [9, 49, 33, 47, 29, 11, 25, 6, 21, 73, 70, 23, 83, 4, 76, 25, 3, 54, 25, 11, 56, 29, 28, 12, 46, 43, 12, 96, 77, 50, 51, 100, 23, 69, 31, 49, 30, 28, 60, 0, 52, 36, 42, 26, 74],
  [30, 20, 47, 65, 73, 43, 25, 51, 75, 26, 17, 27, 67, 26, 25, 98, 35, 44, 8, 2, 24, 48, 37, 43, 23, 89, 4, 29, 9, 46, 98, 26, 98, 10, 11, 47, 2, 90, 24, 52, 0, 40, 44, 4, 16],
  [43, 36, 16, 66, 94, 17, 37, 43, 1, 40, 39, 38, 61, 43, 73, 39, 75, 1, 98, 1, 11, 40, 26, 41, 44, 81, 49, 5, 34, 36, 34, 68, 30, 8, 33, 38, 68, 9, 60, 36, 40, 0, 13, 13, 59],
  [16, 48, 9, 64, 18, 91, 53, 30, 36, 34, 6, 20, 87, 29, 19, 6, 18, 32, 18, 16, 29, 39, 47, 57, 89, 5, 31, 49, 8, 60, 56, 74, 46, 100, 93, 19, 7, 77, 16, 42, 44, 13, 0, 45, 14],
  [24, 16, 80, 43, 13, 75, 31, 46, 32, 41, 42, 77, 3, 82, 17, 72, 80, 69, 70, 80, 9, 83, 13, 11, 2, 12, 74, 88, 2, 21, 4, 97, 69, 21, 45, 92, 4, 18, 91, 26, 4, 13, 45, 0, 3],
  [25, 39, 45, 6, 26, 77, 32, 26, 9, 6, 67, 51, 32, 20, 49, 60, 11, 63, 33, 64, 39, 70, 13, 64, 34, 64, 2, 62, 81, 40, 21, 36, 13, 12, 94, 1, 59, 38, 27, 74, 16, 59, 14, 3, 0],
];
