  [82, 45, 8, 11, 10, 8, 25, 8, 18, 20, 0, 24, 13, 40, 36, 32, 10, 27, 26, 82, 86, 72, 4, 34, 51, 36, 52, 70, 40, 24, 84, 39, 11, 23, 43, 77, 44, 40, 90, 10, 36, 22, 83, 39, 24, 84, 73, 8, 41, 65, 92, 90, 23, 9, 45, 57, 78, 60, 36, 30, 46, 19, 90, 3, 85, 27, 31, 13, 36, 29, 44, 44, 47, 31, 22, 48, 64, 5, 77, 1, 68, 96, 12, 11, 75, 16, 28, 19, 82, 18],
  [94, 63, 85, 7, 30, 54, 21, 12, 21, 40, 24, 0, 30, 15, 32, 33, 89, 16, 42, 12, 3, 11, 50, 12, 19, 36, 19, 34, 4, 90, 6, 94, 94, 100, 51, 78, 6, 17, 91, 43, 13, 76, 22, 17, 87, 25, 14, 36, 30, 26, 22, 44, 47, 5, 86, 62, 22, 46, 15, 36, 9, 83, 2, 31, 9, 91, 3, 38, 27, 23, 41, 17, 38, 18, 7, 6, 26, 58, 34, 44, 100, 69, 42, 58, 10, 25, 59, 11, 44, 50],
  [22, 34, 47, 22, 71, 80, 47, 25, 30, 32, 13, 30, 0, 74, 35, 48, 1, 94, 8, 44, 17, 72, 48, 27, 81, 47, 67, 76, 73, 27, 45, 41, 18, 45, 30, 45, 51, 80, 89, 36, 8, 26, 39, 41, 35, 41, 46, 6, 13, 1, 75, 85, 4, 29, 33, 78, 5, 44, 24, 16, 2, 29, 25, 48, 53, 17, 74, 98, 49, 38, 89, 85, 1, 44, 3, 62, 33, 34, 90, 5, 8, 45, 34, 20, 90, 64, 3, 18, 24, 37],
  [45, 21, 19, 4, 45, 9, 77, 49, 45, 57, 40, 15, 74, 0, 29, 25, 27, 100, 2, 24, 81, 61, 36, 73, 99, 34, 46, 26, 1, 72, 62, 72, 89, 54, 50, 51, 35, 11, 46, 9, 25, 69, 15, 37, 55, 1, 96, 29, 19, 65, 98, 8, 76, 24, 9, 77, 92, 54, 24, 49, 60, 24, 1, 47, 75, 83, 98, 53, 53, 39, 49, 6, 33, 26, 6, 98, 96, 40, 40, 96, 9, 25, 3, 79, 22, 20, 71, 31, 30, 13],
  [98, 97, 36, 32, 4, 93, 67, 61, 62, 45, 36, 32, 35, 29, 0, 25, 14, 49, 65, 54, 42, 24, 67, 45, 12, 83, 80, 15, 34, 53, 10, 24, 18, 98, 34, 88, 33, 30, 42, 14, 52, 52, 18, 21, 71, 26, 9, 49, 4, 93, 24, 2, 73, 75, 43, 94, 44, 50, 48, 89, 98, 17, 82, 62, 39, 2, 76, 42, 17, 1, 1, 2, 27, 13, 16, 12, 35, 70, 24, 2, 9, 66, 80, 98, 82, 91, 55, 4, 20, 31],
  [63, 4, 36, 47, 84, 41, 27, 17, 25, 69, 32, 33, 48, 25, 25, 0, 58, 6, 5, 14, 74, 97, 39, 87, 39, 10, 5, 30, 31, 48, 100, 87, 5, 2, 37, 69, 11, 19, 10, 18, 14, 2, 86, 83, 22, 66, 41, 11, 63, 10, 46, 35, 38, 35, 28, 9, 43, 12, 35, 74, 24, 49, 39, 33, 32, 37, 22, 26, 46, 48, 11, 13, 68, 94, 67, 80, 31, 47, 12, 30, 96, 38, 18, 18, 83, 79, 8, 86, 88, 95],
  [46, 4, 8, 18, 54, 95, 92, 21, 31, 31, 10, 89, 1, 27, 14, 58, 0, 49, 47, 12, 34, 98, 37, 39, 86, 27, 56, 14, 31, 67, 50, 95, 88, 22, 44, 31, 64, 97, 85, 15, 80, 50, 92, 62, 66, 63, 91, 4, 34, 11, 14, 7, 82, 13, 27, 25, 42, 88, 59, 23, 12, 15, 57, 6, 87, 27, 8, 8, 31, 45, 15, 44, 66, 91, 5, 27, 17, 82, 44, 11, 30, 35, 80, 73, 33, 58, 4, 13, 9, 86],
  [32, 30, 10, 44, 7, 24, 92, 58, 20, 4, 27, 16, 94, 100, 49, 6, 49, 0, 51, 31, 32, 35, 36, 31, 78, 17, 4, 74, 67, 7, 20, 2, 38, 20, 23, 74, 2, 94, 27, 27, 23, 25, 44, 1, 82, 24, 38, 41, 21, 87, 67, 99, 43, 97, 3, 6, 12, 10, 44, 21, 69, 9, 22, 4, 8, 32, 90, 19, 69, 90, 45, 27, 49, 1, 46, 45, 21, 13, 74, 17, 20, 40, 10, 52, 16, 38, 40, 6, 37, 61],
  [4, 38, 41, 46, 19, 73, 78, 48, 39, 45, 26, 42, 8, 2, 65, 5, 47, 51, 0, 22, 25, 15, 52, 21, 43, 18, 41, 92, 74, 71, 41, 61, 46, 16, 75, 2, 4, 24, 84, 76, 25, 7, 95, 39, 90, 70, 26, 9, 9, 11, 17, 38, 89, 19, 48, 94, 100, 21, 4, 70, 84, 64, 2, 24, 43, 37, 31, 45, 70, 29, 30, 32, 46, 76, 24, 94, 3, 28, 95, 73, 15, 9, 21, 49, 36, 66, 1, 47, 23, 16],
  [72, 22, 34, 51, 33, 49, 42, 100, 38, 3, 82, 12, 44, 24, 54, 14, 12, 31, 22, 0, 31, 37, 36, 23, 89, 38, 42, 85, 77, 94, 95, 9, 22, 23, 6, 27, 8, 59, 49, 59, 30, 93, 69, 42, 41, 31, 11, 47, 88, 44, 15, 4, 49, 6, 25, 9, 15, 17, 43, 78, 9, 49, 19, 83, 83, 11, 93, 24, 45, 35, 21, 5, 84, 43, 12, 81, 90, 42, 46, 25, 43, 23, 10, 67, 78, 15, 66, 59, 41, 35],
  [18, 2, 37, 36, 5, 33, 23, 45, 60, 7, 86, 3, 17, 81, 42, 74, 34, 32, 25, 31, 0, 6, 58, 25, 10, 49, 47, 29, 21, 35, 43, 58, 19, 45, 8, 38, 68, 74, 37, 96, 66, 27, 44, 72, 27, 3, 1, 23, 5, 30, 23, 11, 100, 26, 33, 90, 67, 12, 23, 12, 12, 97, 26, 62, 5, 31, 45, 39, 40, 49, 30, 92, 26, 10, 3, 58, 21, 21, 55, 4, 86, 32, 64, 97, 49, 61, 94, 38, 34, 28],
  [31, 82, 92, 34, 23, 19, 47, 20, 10, 32, 72, 11, 72, 61, 24, 97, 98, 35, 15, 37, 6, 0, 89, 32, 40, 32, 11, 95, 2, 67, 44, 61, 40, 8, 42, 28, 28, 13, 79, 5, 64, 17, 29, 100, 95, 16, 31, 6, 71, 28, 48, 30, 58, 47, 22, 100, 46, 20, 69, 23, 40, 27, 17, 18, 9, 35, 15, 14, 59, 36, 58, 60, 31, 32, 74, 48, 16, 13, 12, 8, 15, 7, 76, 95, 100, 72, 87, 44, 49, 92],
  [37, 8, 31, 36, 8, 23, 80, 34, 34, 52, 4, 50, 48, 36, 67, 39, 37, 36, 52, 36, 58, 89, 0, 64, 2, 41, 57, 19, 12, 57, 18, 92, 93, 52, 7, 34, 5, 11, 23, 35, 37, 2, 11, 9, 47, 31, 59, 75, 25, 29, 18, 63, 33, 23, 15, 21, 95, 29, 20, 19, 19, 56, 24, 68, 54, 5, 40, 43, 26, 12, 5, 35, 14, 60, 17, 4, 59, 36, 25, 17, 25, 40, 55, 42, 20, 52, 33, 40, 46, 62],
  [70, 6, 81, 79, 35, 46, 49, 19, 36, 76, 34, 12, 27, 73, 45, 87, 39, 31, 21, 23, 25, 32, 64, 0, 43, 2, 44, 41, 47, 27, 69, 92, 38, 4, 7, 4, 30, 81, 3, 12, 15, 14, 75, 21, 14, 18, 6, 41, 27, 16, 36, 44, 12, 2, 85, 8, 81, 38, 18, 29, 20, 7, 10, 37, 11, 45, 49, 66, 41, 75, 15, 38, 48, 31, 36, 8, 19, 15, 33, 95, 80, 100, 18, 12, 5, 48, 12, 7, 24, 24],
  [89, 100, 14, 6, 61, 29, 45, 59, 13, 89, 51, 19, 81, 99, 12, 39, 86, 78, 43, 89, 10, 40, 2, 43, 0, 29, 11, 15, 20, 77, 19, 5, 14, 98, 12, 89, 16, 71, 65, 48, 19, 51, 56, 14, 26, 36, 64, 61, 50, 45, 43, 13, 57, 16, 49, 35, 39, 9, 28, 27, 70, 14, 23, 70, 89, 36, 1, 63, 35, 18, 22, 71, 30, 32, 68, 38, 66, 18, 43, 23, 70, 51, 71, 48, 48, 26, 15, 46, 74, 11],
  [11, 11, 64, 98, 85, 43, 53, 95, 17, 27, 36, 36, 47, 34, 83, 10, 27, 17, 18, 38, 49, 32, 41, 2, 29, 0, 9, 61, 37, 71, 43, 17, 41, 17, 39, 38, 47, 64, 38, 27, 85, 89, 39, 7, 91, 10, 44, 43, 36, 32, 1, 48, 26, 56, 42, 6, 35, 98, 44, 29, 83, 12, 7, 12, 71, 44, 22, 33, 22, 72, 37, 18, 88, 27, 65, 43, 5, 26, 2, 11, 96, 32, 66, 13, 20, 2, 34, 6, 17, 52],
  [36, 27, 62, 11, 12, 20, 73, 45, 1, 13, 52, 19, 67, 46, 80, 5, 56, 4, 41, 42, 47, 11, 57, 44, 11, 9, 0, 41, 86, 33, 60, 47, 19, 32, 16, 45, 29, 85, 7, 26, 33, 63, 20, 10, 28, 22, 38, 26, 15, 66, 22, 91, 21, 79, 35, 85, 65, 43, 3, 72, 25, 40, 21, 21, 15, 62, 12, 47, 35, 35, 80, 19, 43, 70, 39, 32, 85, 6, 35, 41, 82, 86, 12, 12, 20, 5, 73, 23, 6, 10],
  [6, 70, 11, 1, 43, 22, 9, 12, 10, 39, 70, 34, 76, 26, 15, 30, 14, 74, 92, 85, 29, 95, 19, 41, 15, 61, 41, 0, 79, 10, 94, 42, 22, 28, 44, 3, 22, 18, 25, 36, 21, 86, 97, 45, 80, 3, 55, 61, 56, 7, 58, 35, 24, 14, 93, 66, 21, 28, 3, 48, 10, 24, 41, 10, 79, 40, 5, 100, 46, 7, 10, 52, 9, 22, 35, 12, 3, 31, 15, 89, 70, 9, 54, 75, 12, 3, 20, 56, 90, 97],
  [9, 11, 37, 99, 3, 17, 12, 36, 70, 74, 40, 4, 73, 1, 34, 31, 31, 67, 74, 77, 21, 2, 12, 47, 20, 37, 86, 79, 0, 29, 39, 52, 29, 77, 77, 5, 11, 36, 26, 97, 91, 19, 87, 36, 4, 20, 36, 12, 43, 53, 42, 38, 27, 7, 45, 30, 17, 5, 7, 11, 23, 90, 14, 37, 49, 72, 43, 72, 7, 64, 45, 36, 96, 45, 36, 30, 12, 29, 24, 28, 79, 37, 77, 12, 40, 12, 71, 38, 12, 5],
  [59, 34, 49, 35, 22, 24, 57, 30, 11, 25, 24, 90, 27, 72, 53, 48, 67, 7, 71, 94, 35, 67, 57, 27, 77, 71, 33, 10, 29, 0, 23, 10, 20, 78, 31, 27, 97, 4, 74, 1, 33, 91, 39, 71, 13, 10, 26, 33, 89, 13, 9, 33, 55, 35, 32, 23, 38, 3, 49, 33, 65, 100, 23, 3, 51, 63, 10, 24, 46, 48, 11, 8, 33, 11, 17, 7, 5, 49, 12, 37, 89, 46, 11, 69, 50, 55, 38, 94, 75, 66],
  [4, 40, 29, 99, 17, 35, 2, 52, 11, 92, 84, 6, 45, 62, 10, 100, 50, 20, 41, 95, 43, 44, 18, 69, 19, 43, 60, 94, 39, 23, 0, 27, 47, 60, 77, 34, 15, 3, 46, 22, 30, 73, 18, 67, 12, 36, 3, 53, 28, 14, 32, 43, 82, 2, 32, 45, 6, 7, 21, 40, 50, 12, 33, 98, 67, 93, 37, 80, 76, 98, 2, 63, 4, 72, 69, 22, 47, 8, 76, 51, 29, 5, 7, 53, 12, 57, 31, 88, 100, 11],
  [25, 37, 45, 44, 33, 68, 42, 35, 40, 20, 39, 94, 41, 72, 24, 87, 95, 2, 61, 9, 58, 61, 92, 92, 5, 17, 47, 42, 52, 10, 27, 0, 10, 7, 98, 53, 45, 48, 36, 18, 4, 18, 14, 31, 6, 32, 34, 58, 60, 9, 54, 40, 3, 39, 48, 10, 17, 7, 91, 4, 34, 46, 76, 8, 33, 25, 46, 45, 2, 24, 2, 96, 24, 68, 2, 49, 3, 43, 39, 43, 60, 45, 18, 62, 59, 44, 8, 80, 33, 34],
  [6, 10, 82, 20, 32, 10, 66, 34, 77, 70, 11, 94, 18, 89, 18, 5, 88, 38, 46, 22, 19, 40, 93, 38, 14, 41, 19, 22, 29, 20, 47, 10, 0, 58, 20, 99, 33, 34, 32, 82, 4, 64, 32, 43, 49, 28, 21, 13, 77, 3, 39, 96, 19, 19, 100, 32, 49, 79, 23, 95, 18, 17, 65, 8, 1, 91, 78, 1, 8, 33, 61, 41, 28, 89, 15, 46, 12, 28, 50, 40, 7, 14, 73, 9, 75, 44, 79, 7, 48, 35],
  [84, 22, 37, 82, 91, 19, 41, 25, 22, 81, 23, 100, 45, 54, 98, 2, 22, 20, 16, 23, 45, 8, 52, 4, 98, 17, 32, 28, 77, 78, 60, 7, 58, 0, 35, 24, 35, 20, 10, 10, 67, 46, 20, 87, 12, 17, 39, 23, 37, 19, 64, 41, 22, 23, 48, 54, 74, 49, 69, 64, 27, 84, 11, 92, 47, 89, 58, 60, 30, 27, 21, 27, 70, 28, 67, 15, 61, 30, 98, 38, 44, 37, 82, 88, 3, 47, 68, 35, 13, 48],
  [90, 2, 31, 6, 44, 75, 18, 23, 14, 21, 43, 51, 30, 50, 34, 37, 44, 23, 75, 6, 8, 42, 7, 7, 12, 39, 16, 44, 77, 31, 77, 98, 20, 35, 0, 28, 44, 82, 22, 26, 41, 45, 33, 21, 75, 70, 37, 94, 29, 16, 66, 16, 34, 48, 9, 46, 38, 3, 99, 37, 15, 94, 8, 15, 17, 4, 9, 20, 39, 2, 49, 79, 42, 38, 28, 66, 39, 16, 30, 17, 34, 24, 43, 46, 39, 45, 37, 53, 86, 91],
  [29, 37, 98, 21, 12, 62, 17, 12, 27, 51, 77, 78, 45, 51, 88, 69, 31, 74, 2, 27, 38, 28, 34, 4, 89, 38, 45, 3, 5, 27, 34, 53, 99, 24, 28, 0, 77, 16, 33, 44, 18, 34, 6, 57, 19, 80, 37, 22, 84, 22, 54, 24, 64, 10, 38, 4, 96, 11, 25, 25, 59, 75, 59, 18, 3, 37, 29, 47, 19, 65, 30, 62, 92, 68, 50, 51, 72, 2, 49, 36, 8, 47, 39, 46, 33, 52, 25, 78, 37, 75],
  [28, 14, 44, 29, 28, 87, 29, 36, 86, 9, 44, 6, 51, 35, 33, 11, 64, 2, 4, 8, 68, 28, 5, 30, 16, 47, 29, 22, 11, 97, 15, 45, 33, 35, 44, 77, 0, 49, 17, 24, 4, 30, 24, 5, 49, 23, 39, 94, 13, 67, 15, 17, 68, 49, 86, 62, 33, 36, 62, 80, 29, 66, 93, 38, 2, 53, 43, 1, 75, 70, 82, 5, 26, 74, 23, 77, 59, 36, 9, 30, 36, 20, 90, 24, 4, 58, 15, 65, 3, 95],
  [10, 35, 41, 84, 17, 20, 89, 46, 82, 29, 40, 17, 80, 11, 30, 19, 97, 94, 24, 59, 74, 13, 11, 81, 71, 64, 85, 18, 36, 4, 3, 48, 34, 20, 82, 16, 49, 0, 87, 76, 29, 32, 5, 48, 38, 31, 7, 59, 8, 53, 47, 81, 32, 71, 30, 71, 12, 33, 52, 33, 43, 83, 18, 11, 20, 49, 91, 7, 21, 45, 39, 86, 1, 100, 8, 1, 57, 9, 24, 4, 55, 3, 45, 33, 2, 2, 21, 48, 47, 95],
  [29, 10, 78, 45, 30, 46, 67, 46, 69, 48, 90, 91, 89, 46, 42, 10, 85, 27, 84, 49, 37, 79, 23, 3, 65, 38, 7, 25, 26, 74, 46, 36, 32, 10, 22, 33, 17, 87, 0, 16, 10, 36, 4, 36, 39, 2, 75, 91, 81, 65, 86, 12, 49, 94, 28, 91, 96, 6, 15, 40, 7, 49, 23, 48, 33, 64, 87, 75, 65, 97, 35, 18, 72, 40, 38, 97, 60, 89, 57, 96, 4, 67, 45, 8, 21, 68, 18, 4, 29, 22],
  [31, 67, 76, 70, 27, 62, 8, 5, 44, 14, 10, 43, 36, 9, 14, 18, 15, 27, 76, 59, 96, 5, 35, 12, 48, 27, 26, 36, 97, 1, 22, 18, 82, 10, 26, 44, 24, 76, 16, 0, 1, 42, 47, 88, 66, 92, 87, 22, 47, 44, 41, 9, 45, 21, 41, 27, 36, 57, 36, 85, 32, 44, 33, 28, 21, 23, 21, 38, 65, 94, 19, 31, 56, 94, 88, 29, 27, 7, 30, 17, 24, 96, 33, 7, 17, 47, 41, 21, 18, 70],
  [27, 1, 28, 20, 7, 45, 79, 20, 39, 67, 36, 13, 8, 25, 52, 14, 80, 23, 25, 30, 66, 64, 37, 15, 19, 85, 33, 21, 91, 33, 30, 4, 4, 67, 41, 18, 4, 29, 10, 1, 0, 23, 14, 16, 14, 90, 60, 35, 62, 92, 80, 17, 73, 38, 41, 73, 79, 36, 31, 14, 1, 2, 21, 6, 84, 78, 29, 12, 3, 99, 32, 77, 47, 86, 67, 50, 38, 100, 21, 31, 49, 16, 75, 29, 83, 41, 37, 12, 7, 44],
  [3, 1, 85, 16, 94, 13, 11, 20, 43, 8, 22, 76, 26, 69, 52, 2, 50, 25, 7, 93, 27, 17, 2, 14, 51, 89, 63, 86, 19, 91, 73, 18, 64, 46, 45, 34, 30, 32, 36, 42, 23, 0, 45, 64, 34, 17, 39, 16, 15, 35, 42, 30, 64, 32, 48, 72, 41, 36, 48, 91, 40, 13, 70, 40, 82, 26, 52, 40, 7, 10, 37, 8, 12, 2, 4, 47, 29, 4, 97, 79, 34, 86, 98, 1, 35, 74, 18, 94, 41, 19],
  [31, 86, 15, 1, 18, 41, 11, 42, 25, 31, 83, 22, 39, 15, 18, 86, 92, 44, 95, 69, 44, 29, 11, 75, 56, 39, 20, 97, 87, 39, 18, 14, 32, 20, 33, 6, 24, 5, 4, 47, 14, 45, 0, 63, 67, 85, 3, 86, 29, 24, 82, 70, 55, 24, 12, 23, 98, 17, 39, 46, 22, 38, 33, 20, 9, 7, 76, 78, 45, 14, 55, 38, 63, 17, 6, 27, 81, 67, 35, 57, 73, 5, 17, 38, 49, 20, 99, 47, 47, 7],
  [74, 47, 57, 37, 35, 85, 11, 55, 49, 88, 39, 17, 41, 37, 21, 83, 62, 1, 39, 42, 72, 100, 9, 21, 14, 7, 10, 45, 36, 71, 67, 31, 43, 87, 21, 57, 5, 48, 36, 88, 16, 64, 63, 0, 39, 28, 9, 77, 18, 34, 18, 64, 47, 96, 15, 36, 26, 40, 7, 65, 27, 38, 32, 52, 5, 6, 7, 71, 8, 31, 24, 79, 35, 82, 5, 19, 45, 24, 20, 23, 15, 45, 28, 29, 5, 37, 43, 9, 15, 92],
  [26, 37, 15, 6, 13, 51, 52, 46, 21, 2, 24, 87, 35, 55, 71, 22, 66, 82, 90, 41, 27, 95, 47, 14, 26, 91, 28, 80, 4, 13, 12, 6, 49, 12, 75, 19, 49, 38, 39, 66, 14, 34, 67, 39, 0, 37, 5, 38, 88, 30, 14, 48, 67, 20, 24, 90, 26, 17, 99, 76, 1, 21, 8, 13, 75, 41, 16, 40, 17, 87, 57, 7, 1, 15, 33, 15, 23, 3, 69, 16, 82, 30, 72, 15, 23, 4, 10, 11, 26, 20],
  [36, 48, 29, 22, 90, 59, 80, 88, 58, 44, 84, 25, 41, 1, 26, 66, 63, 24, 70, 31, 3, 16, 31, 18, 36, 10, 22, 3, 20, 10, 36, 32, 28, 17, 70, 80, 23, 31, 2, 92, 90, 17, 85, 28, 37, 0, 53, 10, 13, 63, 96, 98, 97, 17, 18, 90, 60, 61, 90, 67, 81, 47, 58, 58, 58, 7, 43, 40, 86, 20, 71, 84, 88, 37, 22, 8, 46, 15, 7, 44, 2, 26, 86, 44, 19, 10, 35, 85, 72, 40],
  [19, 27, 2, 70, 33, 35, 29, 12, 38, 35, 73, 14, 46, 96, 9, 41, 91, 38, 26, 11, 1, 31, 59, 6, 64, 44, 38, 55, 36, 26, 3, 34, 21, 39, 37, 37, 39, 7, 75, 87, 60, 39, 3, 9, 5, 53, 0, 39, 46, 42, 8, 26, 73, 95, 59, 54, 50, 8, 41, 82, 20, 35, 24, 38, 3, 44, 30, 5, 75, 35, 17, 34, 3, 18, 27, 17, 44, 89, 33, 7, 42, 16, 46, 38, 10, 7, 25, 28, 17, 87],
  [47, 42, 64, 39, 12, 91, 65, 76, 36, 12, 8, 36, 6, 29, 49, 11, 4, 41, 9, 47, 23, 6, 75, 41, 61, 43, 26, 61, 12, 33, 53, 58, 13, 23, 94, 22, 94, 59, 91, 22, 35, 16, 86, 77, 38, 10, 39, 0, 42, 45, 25, 44, 31, 85, 84, 60, 20, 5, 26, 3, 82, 84, 52, 18, 99, 49, 36, 84, 30, 41, 45, 45, 44, 18, 61, 96, 49, 5, 33, 7, 33, 24, 95, 1, 40, 14, 39, 84, 58, 59],
