  [48, 63, 48, 70, 6, 9, 8, 19, 40, 70, 72, 29, 23, 23, 0, 9, 17, 24, 3, 19, 23, 44, 76, 24, 26, 32, 7, 29, 3, 97],
  [6, 40, 42, 13, 28, 12, 60, 55, 58, 36, 21, 30, 9, 83, 9, 0, 29, 19, 46, 53, 13, 78, 13, 35, 2, 37, 6, 17, 28, 20],
  [36, 47, 31, 59, 17, 47, 55, 67, 50, 22, 15, 2, 46, 36, 17, 29, 0, 41, 98, 38, 35, 21, 44, 8, 20, 10, 40, 84, 16, 56],
  [30, 28, 16, 59, 19, 50, 90, 18, 87, 95, 34, 56, 24, 7, 24, 19, 41, 0, 18, 25, 8, 89, 29, 25, 9, 24, 63, 21, 39, 46],
  [59, 30, 72, 39, 93, 46, 40, 5, 47, 79, 44, 5, 36, 18, 3, 46, 98, 18, 0, 2, 98, 33, 20, 93, 46, 89, 9, 36, 30, 28],
  [39, 8, 75, 93, 25, 99, 22, 26, 33, 52, 35, 77, 40, 54, 19, 53, 38, 25, 2, 0, 35, 88, 84, 51, 78, 12, 20, 22, 15, 91],
  [98, 47, 79, 50, 27, 65, 62, 42, 13, 93, 35, 4, 42, 42, 23, 13, 35, 8, 98, 35, 0, 100, 30, 3, 25, 33, 21, 60, 16, 11],
  [53, 22, 53, 92, 59, 12, 75, 7, 70, 12, 4, 10, 12, 54, 44, 78, 21, 89, 33, 88, 100, 0, 26, 20, 17, 42, 39, 63, 14, 22],
  [41, 75, 35, 96, 74, 15, 96, 63, 37, 4, 2, 13, 89, 96, 76, 13, 44, 29, 20, 84, 30, 26, 0, 7, 3, 33, 8, 73, 49, 72],
  [26, 29, 77, 13, 67, 43, 51, 53, 1, 49, 75, 39, 47, 75, 24, 35, 8, 25, 93, 51, 3, 20, 7, 0, 20, 77, 54, 44, 30, 49],
  [42, 47, 51, 90, 36, 74, 3, 11, 85, 71, 30, 34, 23, 24, 26, 2, 20, 9, 46, 78, 25, 17, 3, 20, 0, 30, 52, 21, 38, 39],
  [85, 35, 28, 65, 29, 46, 30, 83, 10, 38, 18, 36, 22, 22, 32, 37, 10, 24, 89, 12, 33, 42, 33, 77, 30, 0, 55, 45, 42, 72],
  [42, 38, 34, 45, 47, 58, 27, 53, 97, 43, 62, 1, 85, 46, 7, 6, 40, 63, 9, 20, 21, 39, 8, 54, 52, 55, 0, 48, 53, 10],
  [32, 48, 83, 36, 21, 24, 44, 63, 27, 54, 48, 36, 30, 61, 29, 17, 84, 21, 36, 22, 60, 63, 73, 44, 21, 45, 48, 0, 43, 79],
  [47, 57, 6, 72, 41, 29, 74, 59, 96, 35, 34, 4, 21, 32, 3, 28, 16, 39, 30, 15, 16, 14, 49, 30, 38, 42, 53, 43, 0, 10],
  [38, 34, 26, 81, 10, 85, 6, 64, 8, 6, 17, 47, 72, 92, 97, 20, 56, 46, 28, 91, 11, 22, 72, 49, 39, 72, 10, 79, 10, 0],
];
