  [32, 16, 17, 68, 27, 52, 32, 98, 23, 31, 0, 8, 37, 16, 78, 37, 73, 51, 2, 31, 15, 7, 43, 84, 11, 77, 33, 42, 82, 86, 31, 91, 4, 51, 12, 40, 45, 16, 4, 95, 4, 64, 8, 9, 41, 12, 27, 12, 33, 39, 62, 26, 44, 41, 13, 30, 26, 43, 85, 2],
  [60, 1, 88, 50, 43, 13, 37, 23, 1, 46, 8, 0, 93, 73, 27, 2, 22, 9, 9, 65, 85, 18, 20, 73, 38, 19, 42, 1, 19, 58, 46, 75, 100, 20, 40, 92, 85, 47, 3, 13, 100, 10, 34, 91, 6, 61, 88, 17, 19, 8, 92, 1, 18, 21, 75, 7, 84, 49, 100, 22],
  [11, 25, 42, 60, 41, 34, 13, 24, 54, 80, 37, 93, 0, 40, 9, 16, 26, 47, 15, 70, 12, 76, 76, 58, 71, 7, 55, 45, 11, 94, 66, 3, 13, 53, 6, 47, 30, 93, 35, 18, 21, 23, 37, 8, 38, 61, 27, 44, 51, 5, 31, 2, 44, 49, 47, 46, 35, 47, 65, 39],
  [86, 46, 4, 37, 1, 35, 45, 66, 5, 69, 16, 73, 40, 0, 33, 7, 26, 40, 41, 51, 44, 8, 8, 3, 81, 78, 29, 46, 1, 11, 55, 39, 25, 84, 8, 52, 93, 32, 6, 6, 2, 46, 64, 18, 23, 68, 23, 45, 69, 94, 9, 33, 36, 76, 7, 30, 54, 37, 11, 36],
  [80, 10, 55, 26, 24, 38, 20, 52, 27, 67, 78, 27, 9, 33, 0, 27, 77, 21, 28, 60, 57, 37, 33, 47, 46, 6, 92, 12, 42, 62, 16, 26, 31, 45, 41, 26, 6, 2, 28, 54, 47, 24, 28, 78, 44, 51, 36, 100, 83, 19, 34, 25, 97, 29, 96, 15, 33, 27, 6, 14],
  [20, 15, 86, 42, 63, 94, 46, 92, 71, 16, 37, 2, 16, 7, 27, 0, 24, 54, 24, 3, 18, 45, 73, 97, 74, 37, 66, 91, 77, 40, 13, 51, 9, 94, 15, 44, 49, 75, 46, 21, 4, 54, 7, 56, 51, 42, 11, 2, 77, 18, 44, 44, 18, 43, 13, 41, 18, 97, 12, 39],
  [16, 15, 34, 41, 38, 63, 17, 81, 4, 47, 73, 22, 26, 26, 77, 24, 0, 14, 16, 61, 31, 76, 75, 14, 33, 68, 32, 34, 1, 24, 4, 40, 30, 25, 90, 27, 46, 2, 18, 16, 7, 29, 10, 49, 72, 15, 66, 24, 10, 22, 79, 15, 38, 77, 43, 34, 73, 80, 34, 8],
  [96, 15, 10, 96, 32, 58, 28, 26, 6, 45, 51, 9, 47, 40, 21, 54, 14, 0, 23, 99, 58, 79, 94, 23, 95, 18, 77, 72, 28, 24, 36, 49, 18, 36, 47, 29, 31, 54, 7, 42, 46, 41, 40, 9, 15, 38, 5, 66, 7, 29, 31, 55, 34, 10, 10, 3, 51, 38, 56, 15],
  [13, 63, 21, 18, 22, 87, 3, 42, 31, 42, 2, 9, 15, 41, 28, 24, 16, 23, 0, 64, 4, 91, 42, 28, 89, 94, 40, 22, 53, 83, 43, 44, 68, 20, 33, 33, 19, 50, 21, 95, 97, 1, 13, 72, 19, 12, 10, 13, 21, 63, 88, 85, 6, 19, 50, 15, 11, 6, 21, 45],
  [58, 75, 42, 13, 48, 88, 4, 53, 6, 22, 31, 65, 70, 51, 60, 3, 61, 99, 64, 0, 86, 2, 47, 31, 19, 51, 17, 49, 38, 18, 57, 42, 35, 32, 81, 12, 38, 86, 1, 58, 19, 84, 88, 33, 13, 51, 8, 29, 98, 40, 47, 40, 13, 51, 40, 14, 69, 76, 87, 46],
  [44, 29, 62, 25, 8, 88, 84, 4, 76, 40, 15, 85, 12, 44, 57, 18, 31, 58, 4, 86, 0, 14, 89, 97, 9, 8, 41, 64, 42, 4, 43, 10, 40, 95, 40, 91, 5, 30, 34, 28, 13, 10, 48, 49, 73, 29, 63, 22, 24, 17, 42, 74, 35, 19, 48, 4, 50, 38, 13, 81],
  [80, 62, 19, 18, 5, 63, 97, 21, 78, 11, 7, 18, 76, 8, 37, 45, 76, 79, 91, 2, 14, 0, 69, 16, 29, 58, 8, 33, 70, 39, 9, 34, 13, 41, 80, 91, 65, 6, 39, 40, 56, 48, 32, 85, 25, 55, 29, 17, 99, 47, 26, 92, 71, 19, 12, 3, 64, 62, 19, 5],
  [25, 96, 6, 9, 36, 46, 24, 27, 6, 90, 43, 20, 76, 8, 33, 73, 75, 94, 42, 47, 89, 69, 0, 7, 49, 21, 80, 48, 80, 49, 53, 53, 36, 1, 26, 62, 54, 21, 42, 42, 96, 18, 2, 11, 26, 12, 49, 48, 99, 67, 35, 35, 7, 33, 51, 88, 11, 37, 44, 1],
  [27, 52, 17, 10, 29, 56, 25, 43, 44, 88, 84, 73, 58, 3, 47, 97, 14, 23, 28, 31, 97, 16, 7, 0, 33, 25, 17, 13, 29, 35, 38, 84, 70, 97, 16, 10, 23, 9, 12, 84, 38, 97, 31, 62, 16, 75, 54, 2, 41, 39, 9, 5, 75, 22, 10, 35, 21, 98, 68, 100],
  [38, 40, 48, 76, 36, 9, 50, 26, 72, 48, 11, 38, 71, 81, 46, 74, 33, 95, 89, 19, 9, 29, 49, 33, 0, 13, 46, 4, 16, 31, 12, 41, 67, 6, 43, 16, 33, 17, 1, 100, 13, 47, 1, 61, 96, 21, 44, 16, 27, 36, 22, 21, 68, 27, 26, 26, 77, 30, 3, 55],
  [9, 15, 1, 21, 7, 36, 97, 3, 13, 95, 77, 19, 7, 78, 6, 37, 68, 18, 94, 51, 8, 58, 21, 25, 13, 0, 25, 14, 96, 83, 4, 34, 73, 27, 12, 46, 1, 91, 26, 76, 75, 80, 10, 59, 27, 35, 6, 24, 18, 85, 81, 8, 1, 5, 49, 62, 100, 50, 17, 27],
  [12, 27, 17, 45, 6, 23, 51, 80, 1, 38, 33, 42, 55, 29, 92, 66, 32, 77, 40, 17, 41, 8, 80, 17, 46, 25, 0, 75, 16, 51, 38, 7, 5, 29, 2, 81, 51, 26, 9, 24, 35, 34, 60, 39, 63, 4, 43, 30, 75, 19, 77, 36, 99, 19, 9, 19, 37, 34, 40, 15],
  [72, 5, 53, 27, 13, 28, 79, 17, 81, 42, 42, 1, 45, 46, 12, 91, 34, 72, 22, 49, 64, 33, 48, 13, 4, 14, 75, 0, 7, 31, 1, 48, 61, 36, 50, 88, 42, 16, 6, 99, 97, 31, 30, 4, 21, 88, 10, 12, 15, 79, 49, 47, 21, 78, 42, 95, 7, 20, 27, 39],
  [38, 40, 19, 57, 46, 38, 41, 26, 83, 66, 82, 19, 11, 1, 42, 77, 1, 28, 53, 38, 42, 70, 80, 29, 16, 96, 16, 7, 0, 38, 99, 25, 13, 69, 95, 100, 56, 4, 12, 6, 22, 98, 29, 4, 55, 7, 5, 47, 54, 66, 2, 75, 32, 30, 16, 69, 41, 35, 25, 38],
  [79, 25, 65, 23, 42, 15, 95, 84, 43, 81, 86, 58, 94, 11, 62, 40, 24, 24, 83, 18, 4, 39, 49, 35, 31, 83, 51, 31, 38, 0, 92, 18, 33, 12, 35, 58, 17, 3, 2, 49, 43, 21, 70, 50, 9, 45, 98, 98, 29, 1, 29, 5, 65, 48, 10, 27, 23, 8, 57, 71],
  [96, 43, 34, 63, 44, 25, 22, 9, 24, 20, 31, 46, 66, 55, 16, 13, 4, 36, 43, 57, 43, 9, 53, 38, 12, 4, 38, 1, 99, 92, 0, 51, 9, 69, 1, 23, 47, 16, 9, 94, 7, 12, 79, 86, 92, 38, 5, 73, 75, 13, 80, 46, 15, 47, 15, 22, 37, 16, 5, 5],
  [98, 25, 89, 5, 55, 6, 14, 61, 4, 3, 91, 75, 3, 39, 26, 51, 40, 49, 44, 42, 10, 34, 53, 84, 41, 34, 7, 48, 25, 18, 51, 0, 63, 29, 32, 69, 6, 29, 78, 8, 95, 35, 1, 21, 46, 39, 29, 68, 67, 88, 90, 25, 37, 77, 80, 81, 93, 38, 83, 44],
  [40, 36, 7, 19, 99, 10, 33, 41, 14, 71, 4, 100, 13, 25, 31, 9, 30, 18, 68, 35, 40, 13, 36, 70, 67, 73, 5, 61, 13, 33, 9, 63, 0, 27, 36, 26, 27, 25, 44, 44, 99, 93, 31, 36, 86, 56, 43, 42, 60, 46, 19, 37, 21, 73, 10, 83, 34, 33, 28, 29],
  [25, 24, 73, 59, 2, 83, 8, 67, 9, 20, 51, 20, 53, 84, 45, 94, 25, 36, 20, 32, 95, 41, 1, 97, 6, 27, 29, 36, 69, 12, 69, 29, 27, 0, 37, 54, 45, 29, 43, 48, 64, 26, 62, 42, 4, 49, 42, 12, 43, 95, 78, 68, 16, 39, 28, 2, 2, 31, 30, 78],
  [29, 2, 10, 26, 69, 80, 48, 29, 49, 43, 12, 40, 6, 8, 41, 15, 90, 47, 33, 81, 40, 80, 26, 16, 43, 12, 2, 50, 95, 35, 1, 32, 36, 37, 0, 41, 8, 34, 97, 83, 44, 59, 20, 84, 42, 41, 6, 58, 49, 36, 84, 29, 15, 61, 42, 36, 48, 37, 11, 20],
  [35, 54, 3, 44, 22, 33, 9, 34, 49, 14, 40, 92, 47, 52, 26, 44, 27, 29, 33, 12, 91, 91, 62, 10, 16, 46, 81, 88, 100, 58, 23, 69, 26, 54, 41, 0, 92, 36, 33, 87, 92, 8, 30, 23, 66, 28, 75, 32, 6, 62, 52, 22, 45, 12, 91, 41, 33, 44, 21, 76],
  [25, 94, 2, 38, 48, 48, 3, 13, 29, 38, 45, 85, 30, 93, 6, 49, 46, 31, 19, 38, 5, 65, 54, 23, 33, 1, 51, 42, 56, 17, 47, 6, 27, 45, 8, 92, 0, 69, 13, 29, 41, 28, 13, 16, 39, 20, 3, 42, 19, 84, 15, 14, 41, 65, 80, 39, 46, 54, 87, 85],
  [8, 55, 24, 68, 22, 16, 37, 17, 45, 79, 16, 47, 93, 32, 2, 75, 2, 54, 50, 86, 30, 6, 21, 9, 17, 91, 26, 16, 4, 3, 16, 29, 25, 29, 34, 36, 69, 0, 1, 3, 48, 84, 31, 7, 59, 30, 70, 82, 33, 16, 42, 1, 30, 17, 8, 17, 19, 15, 20, 55],
  [10, 9, 69, 39, 26, 41, 77, 42, 100, 59, 4, 3, 35, 6, 28, 46, 18, 7, 21, 1, 34, 39, 42, 12, 1, 26, 9, 6, 12, 2, 9, 78, 44, 43, 97, 33, 13, 1, 0, 23, 76, 83, 8, 28, 22, 14, 40, 67, 50, 31, 42, 14, 59, 22, 20, 34, 17, 56, 56, 90],
  [87, 26, 10, 29, 54, 22, 48, 13, 42, 61, 95, 13, 18, 6, 54, 21, 16, 42, 95, 58, 28, 40, 42, 84, 100, 76, 24, 99, 6, 49, 94, 8, 44, 48, 83, 87, 29, 3, 23, 0, 41, 67, 38, 23, 30, 28, 30, 31, 5, 51, 11, 15, 6, 6, 95, 98, 36, 51, 36, 4],
  [5, 52, 13, 2, 4, 55, 44, 9, 48, 18, 4, 100, 21, 2, 47, 4, 7, 46, 97, 19, 13, 56, 96, 38, 13, 75, 35, 97, 22, 43, 7, 95, 99, 64, 44, 92, 41, 48, 76, 41, 0, 80, 64, 20, 2, 9, 1, 75, 24, 46, 28, 29, 5, 48, 81, 52, 32, 36, 42, 51],
  [54, 55, 80, 96, 89, 46, 45, 15, 4, 7, 64, 10, 23, 46, 24, 54, 29, 41, 1, 84, 10, 48, 18, 97, 47, 80, 34, 31, 98, 21, 12, 35, 93, 26, 59, 8, 28, 84, 83, 67, 80, 0, 62, 63, 20, 26, 27, 27, 63, 34, 12, 47, 33, 51, 8, 60, 12, 18, 45, 44],
  [51, 28, 37, 26, 23, 72, 35, 16, 57, 1, 8, 34, 37, 64, 28, 7, 10, 40, 13, 88, 48, 32, 2, 31, 1, 10, 60, 30, 29, 70, 79, 1, 31, 62, 20, 30, 13, 31, 8, 38, 64, 62, 0, 23, 45, 14, 8, 41, 42, 16, 20, 19, 19, 33, 30, 97, 45, 100, 22, 26],
  [24, 27, 39, 18, 75, 69, 89, 95, 9, 90, 9, 91, 8, 18, 78, 56, 49, 9, 72, 33, 49, 85, 11, 62, 61, 59, 39, 4, 4, 50, 86, 21, 36, 42, 84, 23, 16, 7, 28, 23, 20, 63, 23, 0, 93, 20, 14, 35, 45, 32, 16, 8, 41, 3, 45, 31, 40, 5, 30, 1],
  [15, 46, 5, 17, 22, 75, 86, 78, 39, 38, 41, 6, 38, 23, 44, 51, 72, 15, 19, 13, 73, 25, 26, 16, 96, 27, 63, 21, 55, 9, 92, 46, 86, 4, 42, 66, 39, 59, 22, 30, 2, 20, 45, 93, 0, 36, 35, 61, 26, 25, 43, 23, 13, 2, 15, 51, 63, 47, 44, 26],
  [2, 11, 24, 3, 36, 74, 14, 47, 36, 47, 12, 61, 61, 68, 51, 42, 15, 38, 12, 51, 29, 55, 12, 75, 21, 35, 4, 88, 7, 45, 38, 39, 56, 49, 41, 28, 20, 30, 14, 28, 9, 26, 14, 20, 36, 0, 66, 41, 11, 41, 81, 12, 70, 11, 11, 15, 100, 22, 17, 39],
  [24, 16, 26, 31, 71, 43, 14, 72, 16, 38, 27, 88, 27, 23, 36, 11, 66, 5, 10, 8, 63, 29, 49, 54, 44, 6, 43, 10, 5, 98, 5, 29, 43, 42, 6, 75, 3, 70, 40, 30, 1, 27, 8, 14, 35, 66, 0, 16, 48, 19, 12, 69, 27, 82, 86, 42, 47, 86, 79, 35],
  [4, 79, 65, 34, 49, 20, 23, 31, 44, 75, 12, 17, 44, 45, 100, 2, 24, 66, 13, 29, 22, 17, 48, 2, 16, 24, 30, 12, 47, 98, 73, 68, 42, 12, 58, 32, 42, 82, 67, 31, 75, 27, 41, 35, 61, 41, 16, 0, 37, 48, 10, 12, 25, 2, 70, 24, 2, 31, 17, 5],
  [49, 2, 16, 26, 76, 96, 63, 7, 10, 48, 33, 19, 51, 69, 83, 77, 10, 7, 21, 98, 24, 99, 99, 41, 27, 18, 75, 15, 54, 29, 75, 67, 60, 43, 49, 6, 19, 33, 50, 5, 24, 63, 42, 45, 26, 11, 48, 37, 0, 62, 9, 21, 36, 2, 86, 47, 46, 10, 81, 8],
  [43, 5, 20, 47, 57, 80, 34, 45, 42, 24, 39, 8, 5, 94, 19, 18, 22, 29, 63, 40, 17, 47, 67, 39, 36, 85, 19, 79, 66, 1, 13, 88, 46, 95, 36, 62, 84, 16, 31, 51, 46, 34, 16, 32, 25, 41, 19, 48, 62, 0, 83, 80, 47, 23, 64, 80, 42, 28, 94, 32],
  [10, 32, 20, 37, 1, 24, 21, 20, 52, 60, 62, 92, 31, 9, 34, 44, 79, 31, 88, 47, 42, 26, 35, 9, 22, 81, 77, 49, 2, 29, 80, 90, 19, 78, 84, 52, 15, 42, 42, 11, 28, 12, 20, 16, 43, 81, 12, 10, 9, 83, 0, 2, 31, 15, 46, 43, 9, 24, 96, 1],
  [15, 41, 7, 19, 67, 5, 34, 7, 28, 36, 26, 1, 2, 33, 25, 44, 15, 55, 85, 40, 74, 92, 35, 5, 21, 8, 36, 47, 75, 5, 46, 25, 37, 68, 29, 22, 14, 1, 14, 15, 29, 47, 19, 8, 23, 12, 69, 12, 21, 80, 2, 0, 8, 47, 14, 38, 94, 52, 32, 96],
  [15, 3, 58, 35, 9, 71, 48, 35, 24, 95, 44, 18, 44, 36, 97, 18, 38, 34, 6, 13, 35, 71, 7, 75, 68, 1, 99, 21, 32, 65, 15, 37, 21, 16, 15, 45, 41, 30, 59, 6, 5, 33, 19, 41, 13, 70, 27, 25, 36, 47, 31, 8, 0, 88, 18, 99, 72, 30, 88, 89],
  [8, 3, 85, 46, 41, 38, 22, 30, 6, 49, 41, 21, 49, 76, 29, 43, 77, 10, 19, 51, 19, 19, 33, 22, 27, 5, 19, 78, 30, 48, 47, 77, 73, 39, 61, 12, 65, 17, 22, 6, 48, 51, 33, 3, 2, 11, 82, 2, 2, 23, 15, 47, 88, 0, 94, 53, 68, 10, 28, 70],
  [95, 32, 53, 56, 34, 30, 60, 1, 48, 54, 13, 75, 47, 7, 96, 13, 43, 10, 50, 40, 48, 12, 51, 10, 26, 49, 9, 42, 16, 10, 15, 80, 10, 28, 42, 91, 80, 8, 20, 95, 81, 8, 30, 45, 15, 11, 86, 70, 86, 64, 46, 14, 18, 94, 0, 32, 40, 25, 31, 71],
  [25, 22, 85, 43, 37, 13, 94, 47, 4, 45, 30, 7, 46, 30, 15, 41, 34, 3, 15, 14, 4, 3, 88, 35, 26, 62, 19, 95, 69, 27, 22, 81, 83, 2, 36, 41, 39, 17, 34, 98, 52, 60, 97, 31, 51, 15, 42, 24, 47, 80, 43, 38, 99, 53, 32, 0, 46, 99, 64, 2],
  [59, 8, 43, 25, 35, 36, 31, 27, 31, 55, 26, 84, 35, 54, 33, 18, 73, 51, 11, 69, 50, 64, 11, 21, 77, 100, 37, 7, 41, 23, 37, 93, 34, 2, 48, 33, 46, 19, 17, 36, 32, 12, 45, 40, 63, 100, 47, 2, 46, 42, 9, 94, 72, 68, 40, 46, 0, 58, 26, 3],
  [18, 100, 22, 79, 17, 14, 37, 67, 13, 43, 43, 49, 47, 37, 27, 97, 80, 38, 6, 76, 38, 62, 37, 98, 30, 50, 34, 20, 35, 8, 16, 38, 33, 31, 37, 44, 54, 15, 56, 51, 36, 18, 100, 5, 47, 22, 86, 31, 10, 28, 24, 52, 30, 10, 25, 99, 58, 0, 25, 93],
  [71, 13, 63, 10, 2, 61, 67, 77, 96, 52, 85, 100, 65, 11, 6, 12, 34, 56, 21, 87, 13, 19, 44, 68, 3, 17, 40, 27, 25, 57, 5, 83, 28, 30, 11, 21, 87, 20, 56, 36, 42, 45, 22, 30, 44, 17, 79, 17, 81, 94, 96, 32, 88, 28, 31, 64, 26, 25, 0, 48],
  [39, 19, 7, 37, 17, 36, 51, 3, 29, 42, 2, 22, 39, 36, 14, 39, 8, 15, 45, 46, 81, 5, 1, 100, 55, 27, 15, 39, 38, 71, 5, 44, 29, 78, 20, 76, 85, 55, 90, 4, 51, 44, 26, 1, 26, 39, 35, 5, 8, 32, 1, 96, 89, 70, 71, 2, 3, 93, 48, 0],
];
