  [17, 44, 79, 81, 94, 85, 48, 78, 87, 1, 0, 43, 22, 61, 26, 53, 16, 96, 44, 22, 46, 14, 15, 82, 56, 96, 36, 36, 25, 43, 12, 35, 71, 47, 58, 96, 18, 38, 51, 27, 36, 97, 5, 82, 99, 40, 28, 34, 70, 69, 49, 5, 28, 33, 5, 81, 73, 8, 27, 1, 56, 29, 37, 16, 92, 15, 71, 94, 4, 53, 74, 54, 75, 21, 46, 38, 39, 6, 64, 87, 43, 2, 32, 44, 4, 47, 74, 12, 38, 9, 36, 1, 29, 27, 63, 14, 18, 37, 38, 55, 24, 13, 47, 42, 8, 30, 66, 10, 62, 26, 48, 14, 20, 20, 31, 76, 11, 73, 44, 9, 68, 11, 74, 18, 95, 24, 37, 8, 8, 37],
  [18, 40, 3, 48, 18, 91, 33, 69, 51, 78, 43, 0, 8, 66, 34, 64, 32, 33, 72, 66, 72, 8, 18, 66, 79, 74, 85, 71, 42, 89, 54, 41, 11, 46, 13, 10, 35, 23, 31, 49, 31, 91, 5, 11, 36, 66, 36, 90, 1, 48, 6, 46, 41, 44, 19, 41, 25, 78, 44, 30, 39, 18, 75, 42, 30, 11, 21, 18, 80, 1, 62, 88, 33, 6, 75, 69, 77, 35, 54, 32, 68, 97, 17, 19, 18, 30, 50, 2, 28, 10, 84, 17, 94, 89, 9, 48, 20, 20, 13, 18, 16, 52, 31, 19, 84, 93, 39, 44, 45, 11, 64, 84, 88, 79, 28, 79, 11, 23, 44, 52, 44, 52, 59, 37, 36, 7, 32, 100, 85, 28],
  [14, 37, 61, 7, 2, 56, 21, 37, 26, 99, 22, 8, 0, 4, 31, 94, 45, 52, 4, 82, 79, 75, 11, 96, 1, 76, 32, 43, 43, 34, 47, 6, 63, 20, 90, 20, 35, 31, 14, 76, 44, 41, 11, 43, 51, 93, 17, 18, 11, 45, 14, 28, 44, 41, 80, 77, 40, 24, 24, 56, 38, 71, 51, 8, 59, 73, 4, 62, 15, 73, 32, 91, 38, 21, 25, 17, 27, 83, 1, 10, 81, 47, 23, 24, 32, 34, 12, 10, 88, 21, 31, 32, 17, 92, 22, 54, 27, 69, 4, 32, 18, 42, 6, 30, 81, 14, 36, 28, 9, 72, 1, 49, 48, 44, 44, 37, 48, 29, 24, 32, 19, 21, 15, 6, 28, 58, 14, 28, 43, 10],
  [67, 47, 74, 36, 71, 9, 93, 35, 6, 19, 61, 66, 4, 0, 27, 88, 27, 97, 30, 45, 6, 52, 9, 44, 36, 94, 40, 16, 15, 66, 48, 6, 49, 24, 5, 33, 78, 40, 42, 21, 11, 8, 33, 27, 45, 29, 2, 21, 25, 75, 61, 92, 23, 45, 44, 32, 99, 33, 37, 100, 31, 21, 62, 53, 41, 31, 37, 76, 10, 64, 35, 16, 23, 12, 93, 18, 35, 34, 86, 42, 67, 2, 32, 83, 53, 19, 32, 51, 38, 60, 12, 38, 21, 5, 10, 1, 97, 14, 37, 24, 13, 8, 13, 35, 32, 49, 17, 43, 39, 35, 10, 19, 3, 77, 5, 29, 12, 27, 5, 47, 7, 47, 80, 25, 26, 65, 45, 100, 24, 66],
  [51, 77, 65, 15, 10, 23, 52, 46, 9, 16, 26, 34, 31, 27, 0, 38, 96, 39, 100, 16, 86, 49, 78, 53, 24, 32, 94, 31, 35, 6, 95, 82, 47, 6, 39, 28, 33, 13, 31, 25, 79, 5, 25, 51, 41, 81, 44, 21, 2, 70, 26, 47, 45, 24, 45, 40, 11, 66, 23, 69, 14, 44, 46, 22, 73, 52, 4, 82, 30, 41, 36, 75, 26, 31, 17, 26, 9, 80, 8, 1, 51, 41, 27, 42, 17, 41, 45, 1, 29, 31, 35, 91, 15, 19, 51, 19, 87, 36, 23, 88, 95, 34, 17, 70, 71, 1, 36, 47, 35, 1, 82, 37, 7, 61, 19, 45, 38, 88, 60, 62, 72, 96, 93, 51, 5, 53, 93, 32, 2, 51],
  [30, 27, 23, 15, 92, 95, 38, 67, 73, 51, 53, 64, 94, 88, 38, 0, 40, 45, 89, 19, 72, 12, 88, 21, 27, 49, 60, 27, 13, 4, 31, 83, 22, 21, 72, 20, 6, 47, 8, 75, 34, 8, 53, 3, 49, 12, 15, 78, 37, 82, 45, 12, 80, 48, 30, 4, 5, 4, 23, 49, 24, 15, 6, 18, 80, 28, 35, 44, 35, 100, 9, 25, 13, 28, 91, 9, 6, 96, 36, 21, 47, 99, 47, 89, 17, 24, 20, 85, 5, 50, 18, 96, 34, 98, 2, 73, 26, 47, 6, 80, 23, 2, 2, 39, 4, 48, 9, 49, 97, 50, 23, 72, 19, 42, 75, 23, 15, 15, 21, 30, 3, 17, 11, 8, 89, 58, 58, 38, 47, 8],
  [15, 44, 20, 13, 36, 39, 59, 3, 73, 86, 16, 32, 45, 27, 96, 40, 0, 98, 11, 26, 11, 35, 86, 45, 4, 40, 79, 6, 24, 42, 49, 17, 1, 16, 11, 41, 11, 22, 24, 44, 91, 53, 8, 11, 56, 34, 18, 12, 37, 90, 23, 14, 39, 30, 94, 79, 24, 73, 98, 5, 12, 31, 7, 11, 63, 41, 93, 14, 43, 20, 6, 5, 89, 56, 17, 36, 31, 12, 30, 91, 61, 61, 19, 47, 76, 15, 24, 87, 15, 34, 18, 16, 15, 22, 17, 20, 78, 42, 28, 16, 30, 22, 18, 92, 42, 88, 30, 77, 17, 20, 41, 25, 48, 10, 28, 57, 11, 9, 14, 79, 2, 40, 19, 51, 60, 7, 2, 24, 13, 14],
  [29, 11, 4, 81, 23, 2, 47, 11, 24, 57, 96, 33, 52, 97, 39, 45, 98, 0, 52, 15, 41, 89, 30, 39, 71, 5, 96, 60, 5, 36, 47, 13, 44, 47, 43, 34, 6, 30, 38, 6, 86, 27, 70, 89, 87, 8, 88, 74, 17, 39, 85, 64, 26, 32, 39, 30, 25, 85, 8, 23, 10, 30, 7, 53, 91, 1, 7, 14, 15, 15, 24, 21, 65, 33, 32, 79, 30, 88, 52, 48, 7, 49, 29, 1, 35, 52, 74, 4, 59, 98, 20, 38, 53, 17, 78, 3, 97, 5, 29, 5, 57, 12, 26, 20, 75, 57, 92, 85, 17, 42, 46, 4, 70, 22, 96, 17, 7, 74, 99, 33, 100, 78, 15, 12, 12, 16, 74, 24, 97, 13],
  [37, 50, 82, 11, 72, 12, 15, 39, 29, 93, 44, 72, 4, 30, 100, 89, 11, 52, 0, 37, 34, 49, 43, 78, 13, 12, 88, 46, 7, 65, 95, 79, 36, 1, 88, 7, 59, 43, 14, 2, 5, 64, 86, 1, 46, 79, 13, 69, 16, 19, 42, 63, 47, 36, 25, 41, 87, 2, 84, 51, 36, 46, 8, 53, 33, 16, 86, 45, 92, 17, 29, 45, 1, 10, 15, 47, 34, 28, 29, 1, 39, 22, 61, 43, 5, 49, 2, 44, 38, 28, 32, 80, 14, 88, 86, 41, 5, 7, 27, 64, 42, 21, 6, 23, 11, 36, 86, 20, 37, 87, 45, 87, 83, 21, 24, 5, 41, 22, 31, 47, 17, 18, 3, 11, 98, 49, 8, 5, 5, 81],
  [27, 44, 54, 38, 27, 69, 49, 25, 27, 24, 22, 66, 82, 45, 16, 19, 26, 15, 37, 0, 80, 89, 63, 21, 43, 68, 100, 41, 66, 29, 48, 40, 27, 41, 9, 3, 22, 50, 14, 62, 9, 9, 63, 9, 34, 17, 29, 29, 91, 68, 10, 1, 41, 2, 11, 58, 80, 4, 29, 34, 26, 63, 38, 91, 79, 26, 39, 27, 6, 24, 39, 57, 43, 35, 31, 55, 9, 44, 60, 1, 20, 40, 10, 64, 1, 44, 23, 16, 39, 9, 52, 3, 73, 21, 6, 8, 36, 23, 19, 2, 48, 82, 31, 48, 25, 69, 99, 8, 60, 43, 19, 31, 28, 19, 29, 44, 28, 60, 54, 32, 62, 80, 63, 50, 67, 11, 25, 26, 79, 10],
  [18, 47, 29, 43, 70, 45, 39, 66, 71, 59, 46, 72, 79, 6, 86, 72, 11, 41, 34, 80, 0, 4, 18, 73, 17, 94, 3, 39, 29, 29, 67, 32, 59, 27, 24, 87, 72, 32, 39, 32, 34, 2, 51, 85, 1, 23, 39, 9, 66, 35, 88, 43, 10, 55, 23, 42, 38, 65, 59, 92, 90, 41, 17, 61, 81, 7, 52, 11, 74, 44, 26, 74, 43, 44, 2, 20, 6, 82, 10, 35, 95, 14, 8, 18, 9, 33, 45, 36, 19, 15, 95, 9, 55, 41, 19, 62, 1, 39, 14, 19, 47, 34, 9, 26, 32, 27, 13, 1, 15, 55, 33, 31, 32, 26, 30, 7, 74, 16, 29, 81, 26, 15, 6, 48, 32, 13, 39, 66, 11, 68],
  [6, 74, 14, 42, 91, 29, 10, 42, 39, 68, 14, 8, 75, 52, 49, 12, 35, 89, 49, 89, 4, 0, 47, 9, 43, 51, 42, 8, 36, 25, 97, 79, 80, 72, 91, 74, 100, 20, 7, 95, 1, 21, 19, 34, 9, 62, 27, 15, 23, 69, 32, 18, 91, 32, 77, 26, 42, 16, 21, 7, 28, 19, 24, 19, 73, 12, 59, 10, 29, 63, 72, 51, 45, 99, 75, 48, 42, 53, 48, 22, 8, 93, 37, 45, 89, 8, 60, 19, 33, 52, 8, 69, 68, 56, 13, 81, 78, 43, 29, 26, 45, 22, 49, 40, 60, 41, 16, 9, 92, 20, 1, 8, 38, 69, 21, 21, 13, 2, 31, 37, 36, 96, 49, 46, 100, 76, 37, 26, 8, 38],
  [8, 12, 49, 47, 25, 4, 20, 9, 22, 14, 15, 18, 11, 9, 78, 88, 86, 30, 43, 63, 18, 47, 0, 80, 31, 67, 99, 43, 48, 62, 2, 71, 32, 48, 47, 12, 71, 16, 48, 38, 68, 88, 36, 31, 15, 59, 45, 1, 51, 55, 90, 32, 30, 4, 9, 28, 26, 77, 15, 47, 52, 68, 41, 61, 3, 46, 2, 7, 14, 46, 24, 29, 34, 2, 58, 12, 80, 53, 12, 56, 31, 65, 51, 42, 91, 35, 15, 20, 84, 40, 66, 66, 36, 1, 45, 44, 35, 88, 32, 19, 23, 21, 22, 32, 24, 32, 59, 44, 73, 55, 72, 3, 22, 45, 18, 81, 42, 5, 65, 19, 36, 69, 89, 46, 80, 36, 48, 97, 6, 17],
  [43, 27, 17, 100, 62, 15, 98, 22, 61, 55, 82, 66, 96, 44, 53, 21, 45, 39, 78, 21, 73, 9, 80, 0, 43, 24, 75, 21, 1, 36, 23, 82, 32, 83, 37, 50, 40, 40, 34, 13, 24, 13, 9, 34, 2, 2, 19, 44, 15, 22, 50, 20, 10, 19, 23, 95, 47, 43, 34, 2, 56, 58, 21, 46, 32, 77, 14, 75, 98, 5, 4, 8, 32, 68, 23, 40, 28, 29, 16, 21, 97, 29, 30, 43, 30, 21, 13, 8, 5, 27, 36, 56, 29, 12, 52, 12, 93, 1, 98, 30, 3, 32, 45, 1, 67, 30, 43, 18, 29, 34, 12, 74, 54, 33, 12, 83, 45, 12, 94, 3, 11, 55, 71, 29, 25, 70, 42, 24, 78, 2],
  [46, 56, 40, 17, 27, 79, 32, 20, 21, 56, 56, 79, 1, 36, 24, 27, 4, 71, 13, 43, 17, 43, 31, 43, 0, 4, 14, 37, 58, 43, 38, 92, 74, 50, 16, 2, 32, 25, 82, 40, 7, 31, 1, 28, 45, 50, 23, 41, 26, 61, 31, 10, 43, 23, 63, 13, 61, 49, 56, 85, 45, 97, 77, 54, 93, 65, 28, 50, 14, 44, 33, 18, 52, 73, 23, 2, 81, 79, 8, 33, 76, 48, 87, 62, 47, 40, 22, 50, 18, 59, 99, 39, 36, 97, 36, 29, 8, 26, 68, 49, 22, 25, 36, 34, 9, 19, 65, 22, 13, 38, 32, 36, 93, 82, 93, 3, 71, 100, 45, 33, 34, 27, 90, 41, 12, 9, 73, 38, 39, 58],
  [33, 10, 46, 18, 10, 9, 20, 46, 36, 48, 96, 74, 76, 94, 32, 49, 40, 5, 12, 68, 94, 51, 67, 24, 4, 0, 45, 52, 43, 49, 26, 43, 83, 16, 10, 38, 34, 56, 1, 8, 78, 26, 45, 17, 37, 38, 46, 58, 48, 36, 61, 1, 37, 64, 74, 38, 92, 18, 86, 15, 8, 47, 15, 14, 69, 35, 46, 98, 69, 42, 23, 11, 8, 81, 29, 98, 38, 24, 39, 44, 88, 1, 4, 25, 33, 41, 6, 42, 61, 71, 77, 75, 38, 16, 66, 12, 51, 1, 12, 22, 71, 18, 33, 98, 16, 41, 3, 53, 39, 73, 26, 79, 72, 96, 17, 19, 88, 6, 79, 33, 40, 7, 84, 9, 49, 10, 41, 79, 75, 9],
  [84, 49, 4, 9, 15, 72, 37, 40, 72, 41, 36, 85, 32, 40, 94, 60, 79, 96, 88, 100, 3, 42, 99, 75, 14, 45, 0, 82, 87, 71, 99, 25, 77, 7, 4, 44, 38, 6, 96, 30, 19, 28, 12, 52, 5, 88, 37, 35, 2, 3, 81, 15, 26, 8, 26, 70, 36, 2, 91, 85, 5, 1, 67, 88, 8, 96, 27, 84, 76, 11, 34, 92, 3, 98, 2, 27, 34, 30, 3, 86, 85, 17, 31, 11, 60, 23, 16, 26, 3, 93, 32, 43, 73, 45, 30, 8, 56, 78, 8, 34, 26, 42, 3, 27, 13, 22, 1, 42, 47, 56, 71, 8, 23, 40, 67, 38, 1, 70, 90, 96, 22, 50, 73, 38, 32, 17, 6, 16, 32, 12],
  [90, 3, 44, 47, 46, 23, 20, 31, 27, 11, 36, 71, 43, 16, 31, 27, 6, 60, 46, 41, 39, 8, 43, 21, 37, 52, 82, 0, 27, 99, 2, 43, 77, 34, 99, 50, 14, 48, 20, 28, 22, 19, 99, 81, 40, 38, 25, 31, 55, 56, 70, 55, 39, 48, 27, 13, 45, 17, 25, 32, 28, 47, 28, 47, 38, 20, 10, 42, 51, 89, 62, 1, 29, 45, 6, 38, 53, 51, 31, 90, 67, 18, 17, 10, 40, 80, 28, 26, 11, 32, 31, 45, 93, 67, 17, 56, 45, 2, 8, 89, 36, 54, 10, 54, 86, 53, 4, 2, 48, 55, 8, 13, 46, 4, 58, 49, 14, 56, 28, 26, 97, 8, 78, 23, 19, 11, 19, 41, 4, 20],
  [24, 55, 18, 25, 15, 53, 8, 92, 15, 24, 25, 42, 43, 15, 35, 13, 24, 5, 7, 66, 29, 36, 48, 1, 58, 43, 87, 27, 0, 91, 27, 47, 15, 91, 5, 18, 20, 23, 34, 14, 97, 44, 27, 53, 98, 35, 17, 95, 5, 58, 48, 40, 7, 76, 10, 40, 76, 68, 10, 2, 85, 24, 62, 43, 8, 40, 42, 12, 3, 10, 33, 1, 60, 75, 64, 27, 14, 7, 36, 4, 8, 64, 11, 36, 53, 20, 40, 80, 6, 24, 31, 7, 8, 30, 56, 36, 73, 40, 16, 10, 53, 27, 81, 15, 61, 27, 10, 44, 20, 43, 22, 77, 28, 41, 49, 39, 75, 22, 25, 91, 54, 14, 47, 27, 37, 56, 7, 25, 54, 87],
  [48, 90, 92, 30, 15, 40, 9, 92, 22, 8, 43, 89, 34, 66, 6, 4, 42, 36, 65, 29, 29, 25, 62, 36, 43, 49, 71, 99, 91, 0, 12, 21, 38, 58, 12, 86, 20, 32, 6, 54, 18, 8, 73, 28, 38, 56, 10, 34, 75, 18, 37, 32, 21, 4, 25, 45, 88, 73, 75, 6, 79, 19, 13, 61, 63, 36, 10, 37, 54, 97, 77, 4, 17, 31, 34, 24, 16, 7, 98, 35, 9, 47, 17, 67, 30, 21, 45, 15, 13, 53, 8, 18, 26, 46, 43, 64, 14, 6, 47, 17, 22, 5, 94, 2, 90, 19, 59, 20, 1, 43, 82, 89, 36, 50, 34, 9, 95, 65, 58, 15, 96, 95, 36, 40, 3, 61, 13, 78, 28, 23],
  [96, 98, 18, 43, 31, 47, 9, 86, 63, 89, 12, 54, 47, 48, 95, 31, 49, 47, 95, 48, 67, 97, 2, 23, 38, 26, 99, 2, 27, 12, 0, 39, 47, 25, 6, 23, 25, 21, 41, 41, 39, 18, 8, 74, 12, 35, 76, 45, 28, 60, 35, 74, 18, 35, 14, 20, 27, 47, 70, 77, 29, 92, 78, 99, 83, 17, 50, 42, 15, 46, 92, 17, 25, 49, 57, 73, 24, 25, 73, 34, 48, 40, 32, 45, 37, 27, 21, 81, 7, 27, 55, 26, 10, 23, 34, 2, 14, 94, 33, 18, 24, 44, 5, 35, 33, 40, 14, 55, 64, 40, 7, 95, 76, 77, 7, 89, 65, 87, 13, 62, 16, 64, 8, 25, 41, 84, 36, 10, 15, 20],
  [9, 26, 24, 83, 38, 2, 10, 37, 98, 89, 35, 41, 6, 6, 82, 83, 17, 13, 79, 40, 32, 79, 71, 82, 92, 43, 25, 43, 47, 21, 39, 0, 42, 4, 32, 21, 99, 43, 9, 7, 20, 94, 87, 18, 28, 11, 71, 45, 59, 29, 80, 93, 47, 5, 4, 94, 5, 15, 59, 99, 62, 7, 76, 47, 1, 48, 28, 39, 79, 76, 49, 25, 34, 3, 45, 36, 97, 35, 72, 11, 35, 33, 88, 18, 23, 22, 1, 18, 43, 96, 34, 24, 27, 27, 75, 2, 70, 84, 1, 77, 23, 14, 30, 66, 8, 9, 16, 75, 66, 71, 59, 22, 24, 17, 88, 46, 62, 41, 15, 12, 19, 91, 48, 4, 1, 77, 10, 29, 4, 6],
  [55, 16, 3, 27, 10, 41, 49, 23, 58, 24, 71, 11, 63, 49, 47, 22, 1, 44, 36, 27, 59, 80, 32, 32, 74, 83, 77, 77, 15, 38, 47, 42, 0, 47, 9, 38, 99, 50, 91, 26, 33, 19, 63, 39, 13, 44, 13, 26, 4, 88, 2, 22, 41, 14, 5, 53, 100, 30, 26, 31, 38, 65, 29, 33, 17, 40, 48, 30, 83, 20, 15, 49, 41, 38, 42, 21, 20, 71, 17, 16, 87, 28, 29, 12, 31, 21, 16, 25, 2, 1, 98, 36, 63, 20, 19, 66, 46, 51, 37, 15, 42, 45, 69, 73, 32, 95, 44, 35, 44, 62, 39, 42, 71, 43, 69, 2, 89, 58, 4, 46, 84, 100, 35, 37, 34, 64, 42, 64, 22, 19],
  [38, 1, 68, 94, 10, 13, 44, 44, 55, 44, 47, 46, 20, 24, 6, 21, 16, 47, 1, 41, 27, 72, 48, 83, 50, 16, 7, 34, 91, 58, 25, 4, 47, 0, 4, 15, 34, 39, 2, 34, 68, 41, 8, 97, 46, 43, 67, 91, 68, 49, 70, 21, 29, 18, 9, 13, 23, 81, 6, 3, 18, 26, 34, 53, 13, 57, 32, 49, 83, 42, 94, 81, 58, 43, 80, 73, 77, 25, 58, 54, 3, 16, 55, 67, 83, 27, 3, 99, 9, 20, 44, 30, 70, 75, 11, 78, 80, 5, 5, 63, 40, 41, 23, 25, 20, 49, 86, 16, 36, 60, 15, 38, 88, 5, 26, 69, 52, 20, 90, 9, 7, 25, 45, 24, 7, 62, 72, 12, 46, 29],
  [96, 46, 31, 34, 10, 91, 68, 74, 16, 35, 58, 13, 90, 5, 39, 72, 11, 43, 88, 9, 24, 91, 47, 37, 16, 10, 4, 99, 5, 12, 6, 32, 9, 4, 0, 18, 44, 4, 8, 35, 10, 95, 79, 36, 8, 48, 74, 83, 81, 2, 44, 42, 38, 44, 46, 39, 13, 39, 47, 3, 34, 18, 2, 17, 54, 40, 32, 30, 34, 40, 93, 27, 8, 28, 26, 31, 71, 4, 27, 41, 40, 95, 24, 43, 66, 37, 54, 16, 72, 9, 31, 3, 23, 16, 72, 38, 64, 19, 23, 50, 35, 69, 52, 91, 53, 13, 39, 39, 41, 45, 55, 49, 25, 95, 17, 6, 53, 54, 33, 22, 40, 4, 46, 29, 1, 59, 52, 97, 89, 24],
