  [67, 28, 80, 36, 91, 30, 11, 66, 11, 29, 0, 63, 31, 50, 62, 76, 27, 28, 26, 24, 16, 51, 79, 54, 19, 45, 52, 20, 31, 46, 28, 15, 89, 49, 40, 15, 89, 95, 3, 6],
  [96, 10, 12, 51, 6, 12, 37, 63, 76, 12, 63, 0, 15, 62, 27, 87, 69, 25, 71, 61, 17, 33, 41, 46, 90, 19, 27, 24, 71, 30, 12, 46, 17, 1, 28, 5, 66, 7, 95, 78],
  [66, 45, 55, 59, 28, 6, 91, 3, 13, 5, 31, 15, 0, 24, 46, 35, 14, 89, 59, 64, 49, 47, 11, 98, 41, 92, 97, 1, 22, 40, 58, 2, 27, 8, 34, 32, 66, 82, 57, 15],
  [47, 17, 45, 6, 46, 38, 47, 46, 12, 89, 50, 62, 24, 0, 28, 98, 73, 19, 81, 98, 28, 51, 61, 28, 7, 34, 99, 31, 59, 70, 14, 49, 80, 12, 51, 32, 100, 97, 24, 40],
  [56, 9, 89, 28, 46, 42, 68, 79, 84, 86, 62, 27, 46, 28, 0, 8, 11, 25, 85, 4, 61, 26, 7, 8, 39, 40, 66, 61, 95, 4, 53, 47, 23, 59, 16, 49, 9, 32, 81, 21],
  [44, 19, 49, 5, 40, 12, 21, 34, 47, 96, 76, 87, 35, 98, 8, 0, 93, 30, 5, 81, 61, 65, 82, 72, 3, 75, 35, 99, 9, 39, 29, 39, 31, 32, 35, 35, 17, 96, 34, 23],
  [13, 42, 38, 3, 65, 8, 58, 41, 49, 7, 27, 69, 14, 73, 11, 93, 0, 34, 33, 65, 52, 5, 24, 88, 35, 89, 26, 9, 3, 37, 30, 43, 66, 38, 18, 3, 26, 69, 28, 50],
  [18, 25, 11, 68, 55, 23, 26, 86, 15, 9, 28, 25, 89, 19, 25, 30, 34, 0, 27, 72, 17, 33, 8, 44, 10, 59, 6, 29, 56, 81, 24, 9, 13, 97, 10, 20, 5, 22, 91, 44],
  [13, 83, 6, 17, 77, 60, 25, 39, 8, 69, 26, 71, 59, 81, 85, 5, 33, 27, 0, 41, 69, 18, 18, 6, 30, 26, 58, 47, 99, 17, 37, 45, 46, 46, 48, 7, 69, 44, 12, 33],
  [31, 5, 11, 96, 4, 17, 58, 12, 29, 81, 24, 61, 64, 98, 4, 81, 65, 72, 41, 0, 47, 76, 63, 41, 78, 58, 34, 10, 66, 28, 9, 73, 36, 50, 16, 72, 4, 40, 14, 50],
  [19, 81, 15, 67, 80, 26, 33, 37, 60, 29, 16, 17, 49, 28, 61, 61, 52, 17, 69, 47, 0, 12, 55, 31, 27, 67, 33, 13, 40, 15, 65, 11, 51, 59, 77, 19, 30, 34, 71, 23],
  [38, 31, 90, 100, 22, 36, 48, 25, 51, 9, 51, 33, 47, 51, 26, 65, 5, 33, 18, 76, 12, 0, 44, 2, 36, 34, 18, 6, 81, 63, 82, 38, 18, 12, 37, 96, 38, 46, 44, 42],
  [5, 42, 45, 42, 18, 20, 22, 33, 16, 23, 79, 41, 11, 61, 7, 82, 24, 8, 18, 63, 55, 44, 0, 55, 79, 51, 5, 3, 33, 80, 90, 51, 28, 1, 41, 49, 27, 20, 12, 34],
  [30, 90, 22, 88, 67, 16, 44, 14, 44, 46, 54, 46, 98, 28, 8, 72, 88, 44, 6, 41, 31, 2, 55, 0, 39, 59, 81, 42, 24, 19, 2, 20, 5, 30, 12, 28, 61, 48, 29, 86],
  [28, 7, 32, 41, 49, 9, 40, 22, 13, 76, 19, 90, 41, 7, 39, 3, 35, 10, 30, 78, 27, 36, 79, 39, 0, 25, 82, 95, 8, 71, 41, 74, 36, 43, 70, 14, 5, 7, 42, 97],
  [64, 79, 7, 12, 11, 14, 27, 45, 49, 88, 45, 19, 92, 34, 40, 75, 89, 59, 26, 58, 67, 34, 51, 59, 25, 0, 85, 43, 88, 40, 14, 23, 12, 46, 30, 8, 56, 55, 26, 25],
  [10, 48, 13, 9, 36, 73, 98, 44, 98, 99, 52, 27, 97, 99, 66, 35, 26, 6, 58, 34, 33, 18, 5, 81, 82, 85, 0, 25, 4, 4, 33, 25, 1, 39, 55, 89, 69, 33, 15, 13],
  [10, 1, 32, 28, 54, 18, 37, 37, 30, 47, 20, 24, 1, 31, 61, 99, 9, 29, 47, 10, 13, 6, 3, 42, 95, 43, 25, 0, 91, 14, 92, 5, 49, 46, 88, 11, 31, 28, 54, 37],
  [32, 35, 92, 45, 2, 14, 12, 17, 38, 39, 31, 71, 22, 59, 95, 9, 3, 56, 99, 66, 40, 81, 33, 24, 8, 88, 4, 91, 0, 37, 2, 32, 67, 12, 64, 7, 37, 9, 87, 33],
  [48, 25, 18, 6, 68, 10, 38, 41, 28, 96, 46, 30, 40, 70, 4, 39, 37, 81, 17, 28, 15, 63, 80, 19, 71, 40, 4, 14, 37, 0, 17, 1, 73, 55, 41, 45, 29, 35, 18, 45],
  [92, 7, 10, 46, 9, 35, 6, 9, 35, 13, 28, 12, 58, 14, 53, 29, 30, 24, 37, 9, 65, 82, 90, 2, 41, 14, 33, 92, 2, 17, 0, 95, 48, 88, 23, 43, 12, 6, 91, 11],
  [46, 3, 92, 3, 43, 16, 2, 44, 12, 15, 15, 46, 2, 49, 47, 39, 43, 9, 45, 73, 11, 38, 51, 20, 74, 23, 25, 5, 32, 1, 95, 0, 79, 15, 29, 45, 29, 96, 16, 27],
  [74, 89, 46, 33, 81, 78, 47, 96, 19, 66, 89, 17, 27, 80, 23, 31, 66, 13, 46, 36, 51, 18, 28, 5, 36, 12, 1, 49, 67, 73, 48, 79, 0, 24, 20, 51, 78, 31, 88, 25],
  [88, 13, 8, 38, 7, 17, 60, 18, 81, 91, 49, 1, 8, 12, 59, 32, 38, 97, 46, 50, 59, 12, 1, 30, 43, 46, 39, 46, 12, 55, 88, 15, 24, 0, 33, 66, 25, 29, 86, 17],
  [38, 10, 2, 42, 22, 12, 12, 42, 1, 17, 40, 28, 34, 51, 16, 35, 18, 10, 48, 16, 77, 37, 41, 12, 70, 30, 55, 88, 64, 41, 23, 29, 20, 33, 0, 28, 41, 28, 12, 33],
  [40, 43, 32, 23, 28, 87, 99, 35, 50, 73, 15, 5, 32, 32, 49, 35, 3, 20, 7, 72, 19, 96, 49, 28, 14, 8, 89, 11, 7, 45, 43, 45, 51, 66, 28, 0, 54, 9, 25, 18],
  [7, 57, 12, 64, 44, 49, 5, 35, 92, 11, 89, 66, 66, 100, 9, 17, 26, 5, 69, 4, 30, 38, 27, 61, 5, 56, 69, 31, 37, 29, 12, 29, 78, 25, 41, 54, 0, 60, 16, 16],
  [21, 97, 44, 32, 53, 26, 9, 6, 42, 87, 95, 7, 82, 97, 32, 96, 69, 22, 44, 40, 34, 46, 20, 48, 7, 55, 33, 28, 9, 35, 6, 96, 31, 29, 28, 9, 60, 0, 9, 45],
  [90, 14, 3, 45, 95, 46, 5, 8, 14, 32, 3, 95, 57, 24, 81, 34, 28, 91, 12, 14, 71, 44, 12, 29, 42, 26, 15, 54, 87, 18, 91, 16, 88, 86, 12, 25, 16, 9, 0, 8],
  [22, 47, 40, 42, 19, 77, 67, 77, 51, 73, 6, 78, 15, 40, 21, 23, 50, 44, 33, 50, 23, 42, 34, 86, 97, 25, 13, 37, 33, 45, 11, 27, 25, 17, 33, 18, 16, 45, 8, 0],
];
